date;Albedo
06/03/2020 00:00;0.233270157
07/03/2020 00:00;0.234900857
08/03/2020 00:00;0.23652631
09/03/2020 00:00;0.238144773
10/03/2020 00:00;0.239754515
11/03/2020 00:00;0.241353813
12/03/2020 00:00;0.242940953
13/03/2020 00:00;0.244514235
14/03/2020 00:00;0.246071973
15/03/2020 00:00;0.247612502
16/03/2020 00:00;0.249134172
17/03/2020 00:00;0.250635353
18/03/2020 00:00;0.252114435
19/03/2020 00:00;0.253569837
20/03/2020 00:00;0.255
21/03/2020 00:00;0.256403393
22/03/2020 00:00;0.257778513
23/03/2020 00:00;0.259123885
24/03/2020 00:00;0.260438073
25/03/2020 00:00;0.261719665
26/03/2020 00:00;0.26296729
27/03/2020 00:00;0.264179615
28/03/2020 00:00;0.26535534
29/03/2020 00:00;0.266493203
30/03/2020 00:00;0.26759199
31/03/2020 00:00;0.268650523
01/04/2020 00:00;0.269667668
02/04/2020 00:00;0.270642335
03/04/2020 00:00;0.27157348
04/04/2020 00:00;0.27246011
05/04/2020 00:00;0.27330127
06/04/2020 00:00;0.274096063
07/04/2020 00:00;0.274843638
08/04/2020 00:00;0.27554319
09/04/2020 00:00;0.276193978
10/04/2020 00:00;0.276795298
11/04/2020 00:00;0.277346508
12/04/2020 00:00;0.277847018
13/04/2020 00:00;0.278296293
14/04/2020 00:00;0.27869385
15/04/2020 00:00;0.279039265
16/04/2020 00:00;0.279332168
17/04/2020 00:00;0.279572243
18/04/2020 00:00;0.279759238
19/04/2020 00:00;0.279892945
20/04/2020 00:00;0.27997323
21/04/2020 00:00;0.28
22/04/2020 00:00;0.279928618
23/04/2020 00:00;0.279714603
24/04/2020 00:00;0.279358365
25/04/2020 00:00;0.278860582
26/04/2020 00:00;0.2782222
27/04/2020 00:00;0.277444438
28/04/2020 00:00;0.276528772
29/04/2020 00:00;0.275476948
30/04/2020 00:00;0.274290965
01/05/2020 00:00;0.272973085
02/05/2020 00:00;0.271525813
03/05/2020 00:00;0.269951905
04/05/2020 00:00;0.268254358
05/05/2020 00:00;0.266436403
06/05/2020 00:00;0.2645015
07/05/2020 00:00;0.262453333
08/05/2020 00:00;0.2602958
09/05/2020 00:00;0.258033008
10/05/2020 00:00;0.255669265
11/05/2020 00:00;0.25320907
12/05/2020 00:00;0.250657108
13/05/2020 00:00;0.248018233
14/05/2020 00:00;0.24529747
15/05/2020 00:00;0.2425
16/05/2020 00:00;0.239631145
17/05/2020 00:00;0.23669637
18/05/2020 00:00;0.233701257
19/05/2020 00:00;0.23065151
20/05/2020 00:00;0.227552935
21/05/2020 00:00;0.224411428
22/05/2020 00:00;0.22123297
23/05/2020 00:00;0.218023612
24/05/2020 00:00;0.214789465
25/05/2020 00:00;0.21153668
26/05/2020 00:00;0.208271455
27/05/2020 00:00;0.205
28/05/2020 00:00;0.201728545
29/05/2020 00:00;0.19846332
30/05/2020 00:00;0.195210535
31/05/2020 00:00;0.191976388
01/06/2020 00:00;0.18876703
02/06/2020 00:00;0.185588573
03/06/2020 00:00;0.182447065
04/06/2020 00:00;0.17934849
05/06/2020 00:00;0.176298743
06/06/2020 00:00;0.17330363
07/06/2020 00:00;0.170368855
08/06/2020 00:00;0.1675
09/06/2020 00:00;0.16470253
10/06/2020 00:00;0.161981767
11/06/2020 00:00;0.159342893
12/06/2020 00:00;0.15679093
13/06/2020 00:00;0.154330735
14/06/2020 00:00;0.151966992
15/06/2020 00:00;0.1497042
16/06/2020 00:00;0.147546667
17/06/2020 00:00;0.1454985
18/06/2020 00:00;0.143563597
19/06/2020 00:00;0.141745642
20/06/2020 00:00;0.140048095
21/06/2020 00:00;0.138474187
22/06/2020 00:00;0.137026915
23/06/2020 00:00;0.135709035
24/06/2020 00:00;0.134523053
25/06/2020 00:00;0.133471227
26/06/2020 00:00;0.132555562
27/06/2020 00:00;0.1317778
28/06/2020 00:00;0.131139418
29/06/2020 00:00;0.130641635
30/06/2020 00:00;0.130285397
01/07/2020 00:00;0.130071382
02/07/2020 00:00;0.13
03/07/2020 00:00;0.130077067
04/07/2020 00:00;0.130307792
05/07/2020 00:00;0.130690752
06/07/2020 00:00;0.131223587
07/07/2020 00:00;0.131903012
08/07/2020 00:00;0.132724837
09/07/2020 00:00;0.133683995
10/07/2020 00:00;0.134774575
11/07/2020 00:00;0.13598985
12/07/2020 00:00;0.13732233
13/07/2020 00:00;0.1387638
14/07/2020 00:00;0.140305368
15/07/2020 00:00;0.141937535
16/07/2020 00:00;0.143650238
17/07/2020 00:00;0.145432915
18/07/2020 00:00;0.147274575
19/07/2020 00:00;0.149163865
20/07/2020 00:00;0.151089137
21/07/2020 00:00;0.153038522
22/07/2020 00:00;0.155
23/07/2020 00:00;0.156961477
24/07/2020 00:00;0.158910862
25/07/2020 00:00;0.160836135
26/07/2020 00:00;0.162725425
27/07/2020 00:00;0.164567085
28/07/2020 00:00;0.166349763
29/07/2020 00:00;0.168062465
30/07/2020 00:00;0.169694633
31/07/2020 00:00;0.1712362
01/08/2020 00:00;0.17267767
02/08/2020 00:00;0.17401015
03/08/2020 00:00;0.175225425
04/08/2020 00:00;0.176316005
05/08/2020 00:00;0.177275162
06/08/2020 00:00;0.178096987
07/08/2020 00:00;0.178776412
08/08/2020 00:00;0.179309248
09/08/2020 00:00;0.179692207
10/08/2020 00:00;0.179922932
11/08/2020 00:00;0.18
12/08/2020 00:00;0.18
13/08/2020 00:00;0.18
14/08/2020 00:00;0.18
15/08/2020 00:00;0.18
16/08/2020 00:00;0.18
17/08/2020 00:00;0.18
18/08/2020 00:00;0.18
19/08/2020 00:00;0.18
20/08/2020 00:00;0.18
21/08/2020 00:00;0.18
22/08/2020 00:00;0.18
23/08/2020 00:00;0.18
24/08/2020 00:00;0.18
25/08/2020 00:00;0.18
26/08/2020 00:00;0.18
27/08/2020 00:00;0.18
28/08/2020 00:00;0.18
29/08/2020 00:00;0.18
30/08/2020 00:00;0.18
31/08/2020 00:00;0.18
01/09/2020 00:00;0.18
02/09/2020 00:00;0.18
03/09/2020 00:00;0.18
04/09/2020 00:00;0.18
05/09/2020 00:00;0.18
06/09/2020 00:00;0.18
07/09/2020 00:00;0.18
08/09/2020 00:00;0.18
09/09/2020 00:00;0.18
10/09/2020 00:00;0.18
11/09/2020 00:00;0.18
12/09/2020 00:00;0.18
13/09/2020 00:00;0.18
14/09/2020 00:00;0.18
15/09/2020 00:00;0.18
16/09/2020 00:00;0.18
17/09/2020 00:00;0.18
18/09/2020 00:00;0.18
19/09/2020 00:00;0.18
20/09/2020 00:00;0.18
21/09/2020 00:00;0.18
22/09/2020 00:00;0.18
23/09/2020 00:00;0.18
24/09/2020 00:00;0.18
25/09/2020 00:00;0.18
26/09/2020 00:00;0.18
27/09/2020 00:00;0.18
28/09/2020 00:00;0.18
29/09/2020 00:00;0.18
30/09/2020 00:00;0.18
01/10/2020 00:00;0.18
02/10/2020 00:00;0.18
03/10/2020 00:00;0.18
04/10/2020 00:00;0.18
05/10/2020 00:00;0.18
06/10/2020 00:00;0.18
07/10/2020 00:00;0.18
08/10/2020 00:00;0.18
09/10/2020 00:00;0.18
10/10/2020 00:00;0.18
11/10/2020 00:00;0.18
12/10/2020 00:00;0.18
13/10/2020 00:00;0.18
14/10/2020 00:00;0.18
15/10/2020 00:00;0.18
16/10/2020 00:00;0.18
17/10/2020 00:00;0.18
18/10/2020 00:00;0.18
19/10/2020 00:00;0.18
20/10/2020 00:00;0.18
21/10/2020 00:00;0.18
22/10/2020 00:00;0.18
23/10/2020 00:00;0.18
24/10/2020 00:00;0.18
25/10/2020 00:00;0.18
26/10/2020 00:00;0.18
27/10/2020 00:00;0.18
28/10/2020 00:00;0.18
29/10/2020 00:00;0.18
30/10/2020 00:00;0.18
31/10/2020 00:00;0.18
01/11/2020 00:00;0.18
02/11/2020 00:00;0.18
03/11/2020 00:00;0.18
04/11/2020 00:00;0.18
05/11/2020 00:00;0.18
06/11/2020 00:00;0.18
07/11/2020 00:00;0.18
08/11/2020 00:00;0.18
09/11/2020 00:00;0.18
10/11/2020 00:00;0.18
11/11/2020 00:00;0.18
12/11/2020 00:00;0.18
13/11/2020 00:00;0.18
14/11/2020 00:00;0.18
15/11/2020 00:00;0.18
16/11/2020 00:00;0.18
17/11/2020 00:00;0.18
18/11/2020 00:00;0.18
19/11/2020 00:00;0.18
20/11/2020 00:00;0.18
21/11/2020 00:00;0.18
22/11/2020 00:00;0.18
23/11/2020 00:00;0.18
24/11/2020 00:00;0.18
25/11/2020 00:00;0.18
26/11/2020 00:00;0.18
27/11/2020 00:00;0.18
28/11/2020 00:00;0.18
29/11/2020 00:00;0.18
30/11/2020 00:00;0.18
01/12/2020 00:00;0.18
02/12/2020 00:00;0.18
03/12/2020 00:00;0.18
04/12/2020 00:00;0.18
05/12/2020 00:00;0.18
06/12/2020 00:00;0.18
07/12/2020 00:00;0.18
08/12/2020 00:00;0.18
09/12/2020 00:00;0.18
10/12/2020 00:00;0.18
11/12/2020 00:00;0.18
12/12/2020 00:00;0.18
13/12/2020 00:00;0.18
14/12/2020 00:00;0.18
15/12/2020 00:00;0.18
16/12/2020 00:00;0.18
17/12/2020 00:00;0.18
18/12/2020 00:00;0.18
19/12/2020 00:00;0.18
20/12/2020 00:00;0.18
21/12/2020 00:00;0.18
22/12/2020 00:00;0.18
23/12/2020 00:00;0.18
24/12/2020 00:00;0.18
25/12/2020 00:00;0.18
26/12/2020 00:00;0.18
27/12/2020 00:00;0.18
28/12/2020 00:00;0.18
29/12/2020 00:00;0.18
30/12/2020 00:00;0.18
31/12/2020 00:00;0.18
