Date;exported_BM;exported_N;exported_digestibleOM;;;;;
02-06-17;7118,314667;101,4571703;4613,014504;;;;;
11-07-17;1189,605867;29,70558072;948,2917136;;;;;
22-08-17;1877,2103;43,7703031;1458,640277;;;;;
16-10-17;1253,2643;34,13681415;1027,924572;;;;;
