date;G(h);T2m;RH;WD10m;WS10m;PRECIP;Gb(n);Gd(h)
01/01/2021 00:00;0;13.02;87.88;252.31;4.71;99.45;0;0
01/01/2021 00:15;0;12.9775;88.035;252.75;4.595;99.445;0;0
01/01/2021 00:30;0;12.935;88.19;253.19;4.48;99.44;0;0
01/01/2021 00:45;0;12.8925;88.345;253.63;4.365;99.435;0;0
01/01/2021 01:00;0;12.85;88.5;254.07;4.25;99.43;0;0
01/01/2021 01:15;0;12.8;88.75;253.665;4.0275;99.4375;0;0
01/01/2021 01:30;0;12.75;89;253.26;3.805;99.445;0;0
01/01/2021 01:45;0;12.7;89.25;252.855;3.5825;99.4525;0;0
01/01/2021 02:00;0;12.65;89.5;252.45;3.36;99.46;0;0
01/01/2021 02:15;0;12.5625;90.0775;251.57;3.165;99.485;0;0
01/01/2021 02:30;0;12.475;90.655;250.69;2.97;99.51;0;0
01/01/2021 02:45;0;12.3875;91.2325;249.81;2.775;99.535;0;0
01/01/2021 03:00;0;12.3;91.81;248.93;2.58;99.56;0;0
01/01/2021 03:15;0;12.1925;92.545;247.245;2.435;99.59;0;0
01/01/2021 03:30;0;12.085;93.28;245.56;2.29;99.62;0;0
01/01/2021 03:45;0;11.9775;94.015;243.875;2.145;99.65;0;0
01/01/2021 04:00;0;11.87;94.75;242.19;2;99.68;0;0
01/01/2021 04:15;30.7325;12.085;93.5;239.0775;1.9325;99.7125;0;30.7325
01/01/2021 04:30;61.465;12.3;92.25;235.965;1.865;99.745;0;61.465
01/01/2021 04:45;92.1975;12.515;91;232.8525;1.7975;99.7775;0;92.1975
01/01/2021 05:00;122.93;12.73;89.75;229.74;1.73;99.81;0;122.93
01/01/2021 05:15;172.6125;13.09;87.9075;229.3525;1.67;99.835;0;172.6125
01/01/2021 05:30;222.295;13.45;86.065;228.965;1.61;99.86;0;222.295
01/01/2021 05:45;271.9775;13.81;84.2225;228.5775;1.55;99.885;0;271.9775
01/01/2021 06:00;321.66;14.17;82.38;228.19;1.49;99.91;0;321.66
01/01/2021 06:15;377.1925;14.7275;79.145;231.8975;1.4375;99.925;0;377.1925
01/01/2021 06:30;432.725;15.285;75.91;235.605;1.385;99.94;0;432.725
01/01/2021 06:45;488.2575;15.8425;72.675;239.3125;1.3325;99.955;0;488.2575
01/01/2021 07:00;543.79;16.4;69.44;243.02;1.28;99.97;0;543.79
01/01/2021 07:15;592.4675;16.95;66.97;249.925;1.27;99.9775;0;592.4675
01/01/2021 07:30;641.145;17.5;64.5;256.83;1.26;99.985;0;641.145
01/01/2021 07:45;689.8225;18.05;62.03;263.735;1.25;99.9925;0;689.8225
01/01/2021 08:00;738.5;18.6;59.56;270.64;1.24;100;0;738.5
01/01/2021 08:15;781.94;19.035;57.9825;277.13;1.3575;100.0025;0;781.94
01/01/2021 08:30;825.38;19.47;56.405;283.62;1.475;100.005;0;825.38
01/01/2021 08:45;868.82;19.905;54.8275;290.11;1.5925;100.0075;0;868.82
01/01/2021 09:00;912.26;20.34;53.25;296.6;1.71;100.01;0;912.26
01/01/2021 09:15;930.725;20.6375;52.3125;298.1325;1.8875;100.01;0;930.725
01/01/2021 09:30;949.19;20.935;51.375;299.665;2.065;100.01;0;949.19
01/01/2021 09:45;967.655;21.2325;50.4375;301.1975;2.2425;100.01;0;967.655
01/01/2021 10:00;986.12;21.53;49.5;302.73;2.42;100.01;0;986.12
01/01/2021 10:15;994.795;21.6925;49.03;303.815;2.6275;100.0075;127.94366754452;973.03773773218
01/01/2021 10:30;1003.47;21.855;48.56;304.9;2.835;100.005;255.88733508904;959.95547546436
01/01/2021 10:45;1012.145;22.0175;48.09;305.985;3.0425;100.0025;383.83100263356;946.87321319654
01/01/2021 11:00;1020.82;22.18;47.62;307.07;3.25;100;511.77467017808;933.79095092872
01/01/2021 11:15;1020.9225;22.1225;47.9025;307.38;3.4875;99.9975;566.113655606169;889.153959612796
01/01/2021 11:30;1021.025;22.065;48.185;307.69;3.725;99.995;620.452641034258;844.516968296871
01/01/2021 11:45;1021.1275;22.0075;48.4675;308;3.9625;99.9925;674.791626462347;799.879976980947
01/01/2021 12:00;1021.23;21.95;48.75;308.31;4.2;99.99;729.130611890435;755.242985665023
01/01/2021 12:15;1016.11;21.7825;49.375;307.4975;4.385;99.985;753.8502470075;702.721508087521
01/01/2021 12:30;1010.99;21.615;50;306.685;4.57;99.98;778.569882124565;650.200030510018
01/01/2021 12:45;1005.87;21.4475;50.625;305.8725;4.755;99.975;803.28951724163;597.678552932515
01/01/2021 13:00;1000.75;21.28;51.25;305.06;4.94;99.97;828.009152358695;545.157075355013
01/01/2021 13:15;962.645;21.08;51.9225;303.6575;5.08;99.9625;873.849775343546;440.495982851418
01/01/2021 13:30;924.54;20.88;52.595;302.255;5.22;99.955;919.690398328397;335.834890347823
01/01/2021 13:45;886.435;20.68;53.2675;300.8525;5.36;99.9475;965.531021313248;231.173797844229
01/01/2021 14:00;848.33;20.48;53.94;299.45;5.5;99.94;1011.3716442981;126.512705340634
01/01/2021 14:15;809.43;20.2825;54.58;297.7225;5.6325;99.9325;841.493509707619;198.037683122981
01/01/2021 14:30;770.53;20.085;55.22;295.995;5.765;99.925;671.615375117139;269.562660905329
01/01/2021 14:45;731.63;19.8875;55.86;294.2675;5.8975;99.9175;501.737240526659;341.087638687677
01/01/2021 15:00;692.73;19.69;56.5;292.54;6.03;99.91;331.859105936178;412.612616470024
01/01/2021 15:15;643.1675;19.52;57.015;290.77;6.165;99.9075;262.530724111514;420.363613582754
01/01/2021 15:30;593.605;19.35;57.53;289;6.3;99.905;193.202342286849;428.114610695484
01/01/2021 15:45;544.0425;19.18;58.045;287.23;6.435;99.9025;123.873960462185;435.865607808214
01/01/2021 16:00;494.48;19.01;58.56;285.46;6.57;99.9;54.5455786375202;443.616604920943
01/01/2021 16:15;440.695;18.7525;59.53;283.94;6.7;99.905;44.3158499739963;399.233111238007
01/01/2021 16:30;386.91;18.495;60.5;282.42;6.83;99.91;34.0861213104725;354.849617555071
01/01/2021 16:45;333.125;18.2375;61.47;280.9;6.96;99.915;23.8563926469486;310.466123872135
01/01/2021 17:00;279.34;17.98;62.44;279.38;7.09;99.92;13.6266639834247;266.082630189199
01/01/2021 17:15;228.51;17.565;64.3;277.9075;7.2075;99.9225;10.2199979875685;218.566972641899
01/01/2021 17:30;177.68;17.15;66.16;276.435;7.325;99.925;6.81333199171236;171.0513150946
01/01/2021 17:45;126.85;16.735;68.02;274.9625;7.4425;99.9275;3.40666599585618;123.5356575473
01/01/2021 18:00;76.02;16.32;69.88;273.49;7.56;99.93;0;76.02
01/01/2021 18:15;57.015;15.895;72.145;272.025;7.555;99.93;0;57.015
01/01/2021 18:30;38.01;15.47;74.41;270.56;7.55;99.93;0;38.01
01/01/2021 18:45;19.005;15.045;76.675;269.095;7.545;99.93;0;19.005
01/01/2021 19:00;0;14.62;78.94;267.63;7.54;99.93;0;0
01/01/2021 19:15;0;14.385;80.4075;266.9825;7.42;99.925;0;0
01/01/2021 19:30;0;14.15;81.875;266.335;7.3;99.92;0;0
01/01/2021 19:45;0;13.915;83.3425;265.6875;7.18;99.915;0;0
01/01/2021 20:00;0;13.68;84.81;265.04;7.06;99.91;0;0
01/01/2021 20:15;0;13.58;85.4825;264.65;6.9125;99.9;0;0
01/01/2021 20:30;0;13.48;86.155;264.26;6.765;99.89;0;0
01/01/2021 20:45;0;13.38;86.8275;263.87;6.6175;99.88;0;0
01/01/2021 21:00;0;13.28;87.5;263.48;6.47;99.87;0;0
01/01/2021 21:15;0;13.2375;87.8275;262.7125;6.285;99.8575;0;0
01/01/2021 21:30;0;13.195;88.155;261.945;6.1;99.845;0;0
01/01/2021 21:45;0;13.1525;88.4825;261.1775;5.915;99.8325;0;0
01/01/2021 22:00;0;13.11;88.81;260.41;5.73;99.82;0;0
01/01/2021 22:15;0;13.0825;88.9825;259.8225;5.635;99.8;0;0
01/01/2021 22:30;0;13.055;89.155;259.235;5.54;99.78;0;0
01/01/2021 22:45;0;13.0275;89.3275;258.6475;5.445;99.76;0;0
01/01/2021 23:00;0;13;89.5;258.06;5.35;99.74;0;0
01/01/2021 23:15;0;12.98;89.5775;258.2075;5.3325;99.7175;0;0
01/01/2021 23:30;0;12.96;89.655;258.355;5.315;99.695;0;0
01/01/2021 23:45;0;12.94;89.7325;258.5025;5.2975;99.6725;0;0
02/01/2021 00:00;0;12.92;89.81;258.65;5.28;99.65;0;0
02/01/2021 00:15;0;12.89;89.9525;259.525;5.2275;99.63;0;0
02/01/2021 00:30;0;12.86;90.095;260.4;5.175;99.61;0;0
02/01/2021 00:45;0;12.83;90.2375;261.275;5.1225;99.59;0;0
02/01/2021 01:00;0;12.8;90.38;262.15;5.07;99.57;0;0
02/01/2021 01:15;0;12.77;90.55;262.16;4.855;99.57;0;0
02/01/2021 01:30;0;12.74;90.72;262.17;4.64;99.57;0;0
02/01/2021 01:45;0;12.71;90.89;262.18;4.425;99.57;0;0
02/01/2021 02:00;0;12.68;91.06;262.19;4.21;99.57;0;0
02/01/2021 02:15;0;12.6475;91.2325;260.4725;3.9625;99.5925;0;0
02/01/2021 02:30;0;12.615;91.405;258.755;3.715;99.615;0;0
02/01/2021 02:45;0;12.5825;91.5775;257.0375;3.4675;99.6375;0;0
02/01/2021 03:00;0;12.55;91.75;255.32;3.22;99.66;0;0
02/01/2021 03:15;0;12.485;92.2025;258.955;3.155;99.6725;0;0
02/01/2021 03:30;0;12.42;92.655;262.59;3.09;99.685;0;0
02/01/2021 03:45;0;12.355;93.1075;266.225;3.025;99.6975;0;0
02/01/2021 04:00;0;12.29;93.56;269.86;2.96;99.71;0;0
02/01/2021 04:15;17.63;12.4275;92.95;272.01;3.02;99.7225;0;17.63
02/01/2021 04:30;35.26;12.565;92.34;274.16;3.08;99.735;0;35.26
02/01/2021 04:45;52.89;12.7025;91.73;276.31;3.14;99.7475;0;52.89
02/01/2021 05:00;70.52;12.84;91.12;278.46;3.2;99.76;0;70.52
02/01/2021 05:15;105.7075;13.21;88.95;276.8475;2.7975;99.7875;0;105.7075
02/01/2021 05:30;140.895;13.58;86.78;275.235;2.395;99.815;0;140.895
02/01/2021 05:45;176.0825;13.95;84.61;273.6225;1.9925;99.8425;0;176.0825
02/01/2021 06:00;211.27;14.32;82.44;272.01;1.59;99.87;0;211.27
02/01/2021 06:15;251.095;14.68;80.5325;283.0875;1.6475;99.8675;0;251.095
02/01/2021 06:30;290.92;15.04;78.625;294.165;1.705;99.865;0;290.92
02/01/2021 06:45;330.745;15.4;76.7175;305.2425;1.7625;99.8625;0;330.745
02/01/2021 07:00;370.57;15.76;74.81;316.32;1.82;99.86;0;370.57
02/01/2021 07:15;408.1375;16.04;73.5775;321.475;1.955;99.8825;0;408.1375
02/01/2021 07:30;445.705;16.32;72.345;326.63;2.09;99.905;0;445.705
02/01/2021 07:45;483.2725;16.6;71.1125;331.785;2.225;99.9275;0;483.2725
02/01/2021 08:00;520.84;16.88;69.88;336.94;2.36;99.95;0;520.84
02/01/2021 08:15;552.55;17.0025;69.55;335.7;2.6925;99.96;0;552.55
02/01/2021 08:30;584.26;17.125;69.22;334.46;3.025;99.97;0;584.26
02/01/2021 08:45;615.97;17.2475;68.89;333.22;3.3575;99.98;0;615.97
02/01/2021 09:00;647.68;17.37;68.56;331.98;3.69;99.99;0;647.68
02/01/2021 09:15;660.6925;17.36;68.7475;330.5175;3.9375;100;0;660.6925
02/01/2021 09:30;673.705;17.35;68.935;329.055;4.185;100.01;0;673.705
02/01/2021 09:45;686.7175;17.34;69.1225;327.5925;4.4325;100.02;0;686.7175
02/01/2021 10:00;699.73;17.33;69.31;326.13;4.68;100.03;0;699.73
02/01/2021 10:15;710.2725;17.305;69.3725;323.7925;4.83;100.045;126.943294386374;688.98929402052
02/01/2021 10:30;720.815;17.28;69.435;321.455;4.98;100.06;253.886588772749;678.248588041041
02/01/2021 10:45;731.3575;17.255;69.4975;319.1175;5.13;100.075;380.829883159123;667.507882061561
02/01/2021 11:00;741.9;17.23;69.56;316.78;5.28;100.09;507.773177545498;656.767176082082
02/01/2021 11:15;754.5625;17.1625;69.67;314.8575;5.405;100.1;562.707314961536;624.772563132638
02/01/2021 11:30;767.225;17.095;69.78;312.935;5.53;100.11;617.641452377575;592.777950183194
02/01/2021 11:45;779.8875;17.0275;69.89;311.0125;5.655;100.12;672.575589793613;560.78333723375
02/01/2021 12:00;792.55;16.96;70;309.09;5.78;100.13;727.509727209652;528.788724284306
02/01/2021 12:15;809.0875;16.8475;70.1725;306.8325;5.7725;100.1275;752.442166694663;497.888360657523
02/01/2021 12:30;825.625;16.735;70.345;304.575;5.765;100.125;777.374606179673;466.987997030739
02/01/2021 12:45;842.1625;16.6225;70.5175;302.3175;5.7575;100.1225;802.307045664684;436.087633403956
02/01/2021 13:00;858.7;16.51;70.69;300.06;5.75;100.12;827.239485149695;405.187269777173
02/01/2021 13:15;833.6625;16.4575;70.595;297.47;5.76;100.115;846.893157987017;332.280956362173
02/01/2021 13:30;808.625;16.405;70.5;294.88;5.77;100.11;866.54683082434;259.374642947173
02/01/2021 13:45;783.5875;16.3525;70.405;292.29;5.78;100.105;886.200503661663;186.468329532173
02/01/2021 14:00;758.55;16.3;70.31;289.7;5.79;100.1;905.854176498985;113.562016117173
02/01/2021 14:15;697.2125;16.3075;69.92;287.265;5.7825;100.0975;705.083252619948;191.818134309212
02/01/2021 14:30;635.875;16.315;69.53;284.83;5.775;100.095;504.31232874091;270.07425250125
02/01/2021 14:45;574.5375;16.3225;69.14;282.395;5.7675;100.0925;303.541404861873;348.330370693288
02/01/2021 15:00;513.2;16.33;68.75;279.96;5.76;100.09;102.770480982835;426.586488885326
02/01/2021 15:15;456.375;16.3;68.75;278.9575;5.7325;100.0875;80.5164845648717;388.211428562638
02/01/2021 15:30;399.55;16.27;68.75;277.955;5.705;100.085;58.262488146908;349.836368239949
02/01/2021 15:45;342.725;16.24;68.75;276.9525;5.6775;100.0825;36.0084917289443;311.461307917261
02/01/2021 16:00;285.9;16.21;68.75;275.95;5.65;100.08;13.7544953109807;273.086247594572
02/01/2021 16:15;256.6225;16.0425;69.64;276.0875;5.7125;100.085;11.3657787574261;245.991231577532
02/01/2021 16:30;227.345;15.875;70.53;276.225;5.775;100.09;8.9770622038716;218.896215560492
02/01/2021 16:45;198.0675;15.7075;71.42;276.3625;5.8375;100.095;6.58834565031707;191.801199543453
02/01/2021 17:00;168.79;15.54;72.31;276.5;5.9;100.1;4.19962909676254;164.706183526413
02/01/2021 17:15;138.4725;15.2675;74.0925;276.4225;6.0825;100.1075;3.14972182257191;135.40963764481
02/01/2021 17:30;108.155;14.995;75.875;276.345;6.265;100.115;2.09981454838127;106.113091763206
02/01/2021 17:45;77.8375;14.7225;77.6575;276.2675;6.4475;100.1225;1.04990727419064;76.8165458816032
02/01/2021 18:00;47.52;14.45;79.44;276.19;6.63;100.13;0;47.52
02/01/2021 18:15;35.64;14.2075;81.36;275.575;6.7725;100.1375;0;35.64
02/01/2021 18:30;23.76;13.965;83.28;274.96;6.915;100.145;0;23.76
02/01/2021 18:45;11.88;13.7225;85.2;274.345;7.0575;100.1525;0;11.88
02/01/2021 19:00;0;13.48;87.12;273.73;7.2;100.16;0;0
02/01/2021 19:15;0;13.4;87.855;273.24;7.165;100.165;0;0
02/01/2021 19:30;0;13.32;88.59;272.75;7.13;100.17;0;0
02/01/2021 19:45;0;13.24;89.325;272.26;7.095;100.175;0;0
02/01/2021 20:00;0;13.16;90.06;271.77;7.06;100.18;0;0
02/01/2021 20:15;0;13.14;90.2325;271.46;6.96;100.1775;0;0
02/01/2021 20:30;0;13.12;90.405;271.15;6.86;100.175;0;0
02/01/2021 20:45;0;13.1;90.5775;270.84;6.76;100.1725;0;0
02/01/2021 21:00;0;13.08;90.75;270.53;6.66;100.17;0;0
02/01/2021 21:15;0;13.0925;90.6725;268.815;6.43;100.1575;0;0
02/01/2021 21:30;0;13.105;90.595;267.1;6.2;100.145;0;0
02/01/2021 21:45;0;13.1175;90.5175;265.385;5.97;100.1325;0;0
02/01/2021 22:00;0;13.13;90.44;263.67;5.74;100.12;0;0
02/01/2021 22:15;0;13.145;90.345;261.22;5.4725;100.105;0;0
02/01/2021 22:30;0;13.16;90.25;258.77;5.205;100.09;0;0
02/01/2021 22:45;0;13.175;90.155;256.32;4.9375;100.075;0;0
02/01/2021 23:00;0;13.19;90.06;253.87;4.67;100.06;0;0
02/01/2021 23:15;0;13.1825;90.06;251.9;4.4875;100.0425;0;0
02/01/2021 23:30;0;13.175;90.06;249.93;4.305;100.025;0;0
02/01/2021 23:45;0;13.1675;90.06;247.96;4.1225;100.0075;0;0
03/01/2021 00:00;0;13.16;90.06;245.99;3.94;99.99;0;0
03/01/2021 00:15;0;13.1175;90.2;244.9825;3.8975;99.98;0;0
03/01/2021 00:30;0;13.075;90.34;243.975;3.855;99.97;0;0
03/01/2021 00:45;0;13.0325;90.48;242.9675;3.8125;99.96;0;0
03/01/2021 01:00;0;12.99;90.62;241.96;3.77;99.95;0;0
03/01/2021 01:15;0;12.915;90.9175;241.3275;3.84;99.95;0;0
03/01/2021 01:30;0;12.84;91.215;240.695;3.91;99.95;0;0
03/01/2021 01:45;0;12.765;91.5125;240.0625;3.98;99.95;0;0
03/01/2021 02:00;0;12.69;91.81;239.43;4.05;99.95;0;0
03/01/2021 02:15;0;12.6625;91.8425;238.3225;4.1575;99.9575;0;0
03/01/2021 02:30;0;12.635;91.875;237.215;4.265;99.965;0;0
03/01/2021 02:45;0;12.6075;91.9075;236.1075;4.3725;99.9725;0;0
03/01/2021 03:00;0;12.58;91.94;235;4.48;99.98;0;0
03/01/2021 03:15;0;12.5475;91.8925;234.2325;4.52;99.9875;0;0
03/01/2021 03:30;0;12.515;91.845;233.465;4.56;99.995;0;0
03/01/2021 03:45;0;12.4825;91.7975;232.6975;4.6;100.0025;0;0
03/01/2021 04:00;0;12.45;91.75;231.93;4.64;100.01;0;0
03/01/2021 04:15;26.0275;12.6025;90.765;231.825;4.7375;100.0125;0;26.0275
03/01/2021 04:30;52.055;12.755;89.78;231.72;4.835;100.015;0;52.055
03/01/2021 04:45;78.0825;12.9075;88.795;231.615;4.9325;100.0175;0;78.0825
03/01/2021 05:00;104.11;13.06;87.81;231.51;5.03;100.02;0;104.11
03/01/2021 05:15;152.06;13.5;85.795;231.25;4.9625;100.02;0;152.06
03/01/2021 05:30;200.01;13.94;83.78;230.99;4.895;100.02;0;200.01
03/01/2021 05:45;247.96;14.38;81.765;230.73;4.8275;100.02;0;247.96
03/01/2021 06:00;295.91;14.82;79.75;230.47;4.76;100.02;0;295.91
03/01/2021 06:15;349.65;15.3775;77.265;230.9475;4.6975;100.0175;0;349.65
03/01/2021 06:30;403.39;15.935;74.78;231.425;4.635;100.015;0;403.39
03/01/2021 06:45;457.13;16.4925;72.295;231.9025;4.5725;100.0125;0;457.13
03/01/2021 07:00;510.87;17.05;69.81;232.38;4.51;100.01;0;510.87
03/01/2021 07:15;561.97;17.6525;67.295;234.025;4.5125;100;0;561.97
03/01/2021 07:30;613.07;18.255;64.78;235.67;4.515;99.99;0;613.07
03/01/2021 07:45;664.17;18.8575;62.265;237.315;4.5175;99.98;0;664.17
03/01/2021 08:00;715.27;19.46;59.75;238.96;4.52;99.97;0;715.27
03/01/2021 08:15;759.0875;20.0175;57.5475;241.7325;4.615;99.9575;0;759.0875
03/01/2021 08:30;802.905;20.575;55.345;244.505;4.71;99.945;0;802.905
03/01/2021 08:45;846.7225;21.1325;53.1425;247.2775;4.805;99.9325;0;846.7225
03/01/2021 09:00;890.54;21.69;50.94;250.05;4.9;99.92;0;890.54
03/01/2021 09:15;920.91;22.0925;49.2525;252.1725;5.0975;99.91;0;920.91
03/01/2021 09:30;951.28;22.495;47.565;254.295;5.295;99.9;0;951.28
03/01/2021 09:45;981.65;22.8975;45.8775;256.4175;5.4925;99.89;0;981.65
03/01/2021 10:00;1012.02;23.3;44.19;258.54;5.69;99.88;0;1012.02
03/01/2021 10:15;1016.4025;23.545;43.1725;260.1975;5.9025;99.875;125.905814018148;995.601984538905
03/01/2021 10:30;1020.785;23.79;42.155;261.855;6.115;99.87;251.811628036295;979.183969077811
03/01/2021 10:45;1025.1675;24.035;41.1375;263.5125;6.3275;99.865;377.717442054443;962.765953616716
03/01/2021 11:00;1029.55;24.28;40.12;265.17;6.54;99.86;503.62325607259;946.347938155622
03/01/2021 11:15;1032.69;24.33;40.1525;266.49;6.75;99.855;559.175256815698;904.916740802677
03/01/2021 11:30;1035.83;24.38;40.185;267.81;6.96;99.85;614.727257558805;863.485543449731
03/01/2021 11:45;1038.97;24.43;40.2175;269.13;7.17;99.845;670.279258301913;822.054346096786
03/01/2021 12:00;1042.11;24.48;40.25;270.45;7.38;99.84;725.83125904502;780.623148743841
03/01/2021 12:15;1033.415;24.4075;40.7025;270.995;7.5675;99.84;750.983517125585;724.453405023423
03/01/2021 12:30;1024.72;24.335;41.155;271.54;7.755;99.84;776.13577520615;668.283661303005
03/01/2021 12:45;1016.025;24.2625;41.6075;272.085;7.9425;99.84;801.288033286715;612.113917582587
03/01/2021 13:00;1007.33;24.19;42.06;272.63;8.13;99.84;826.44029136728;555.944173862169
03/01/2021 13:15;972.6975;24.0225;42.765;272.8675;8.27;99.84;872.876317317659;454.417633770106
03/01/2021 13:30;938.065;23.855;43.47;273.105;8.41;99.84;919.312343268038;352.891093678043
03/01/2021 13:45;903.4325;23.6875;44.175;273.3425;8.55;99.84;965.748369218417;251.36455358598
03/01/2021 14:00;868.8;23.52;44.88;273.58;8.69;99.84;1012.1843951688;149.838013493917
03/01/2021 14:15;828.1275;23.2475;45.77;273.2925;8.825;99.8425;849.491772713812;212.877665946914
03/01/2021 14:30;787.455;22.975;46.66;273.005;8.96;99.845;686.799150258827;275.917318399912
03/01/2021 14:45;746.7825;22.7025;47.55;272.7175;9.095;99.8475;524.106527803843;338.956970852909
03/01/2021 15:00;706.11;22.43;48.44;272.43;9.23;99.85;361.413905348858;401.996623305906
03/01/2021 15:15;655.5075;22.06;49.2825;271.8825;9.305;99.8525;285.830091668427;413.676573255988
03/01/2021 15:30;604.905;21.69;50.125;271.335;9.38;99.855;210.246277987996;425.356523206069
03/01/2021 15:45;554.3025;21.32;50.9675;270.7875;9.455;99.8575;134.662464307565;437.036473156151
03/01/2021 16:00;503.7;20.95;51.81;270.24;9.53;99.86;59.0786506271335;448.716423106232
03/01/2021 16:15;449.6475;20.5075;52.5775;269.635;9.5225;99.865;47.8275204447852;404.990109271642
03/01/2021 16:30;395.595;20.065;53.345;269.03;9.515;99.87;36.5763902624368;361.263795437052
03/01/2021 16:45;341.5425;19.6225;54.1125;268.425;9.5075;99.875;25.3252600800885;317.537481602462
03/01/2021 17:00;287.49;19.18;54.88;267.82;9.5;99.88;14.0741298977401;273.811167767872
03/01/2021 17:15;236.1675;18.6425;56.285;267.35;9.3775;99.8875;10.5555974233051;225.908375825904
03/01/2021 17:30;184.845;18.105;57.69;266.88;9.255;99.895;7.03706494887005;178.005583883936
03/01/2021 17:45;133.5225;17.5675;59.095;266.41;9.1325;99.9025;3.51853247443502;130.102791941968
03/01/2021 18:00;82.2;17.03;60.5;265.94;9.01;99.91;0;82.2
03/01/2021 18:15;61.65;16.5325;62.5;265.395;8.8475;99.9125;0;61.65
03/01/2021 18:30;41.1;16.035;64.5;264.85;8.685;99.915;0;41.1
03/01/2021 18:45;20.55;15.5375;66.5;264.305;8.5225;99.9175;0;20.55
03/01/2021 19:00;0;15.04;68.5;263.76;8.36;99.92;0;0
03/01/2021 19:15;0;14.8;69.595;263.365;8.205;99.9175;0;0
03/01/2021 19:30;0;14.56;70.69;262.97;8.05;99.915;0;0
03/01/2021 19:45;0;14.32;71.785;262.575;7.895;99.9125;0;0
03/01/2021 20:00;0;14.08;72.88;262.18;7.74;99.91;0;0
03/01/2021 20:15;0;13.99;73.0975;260.615;7.7475;99.9;0;0
03/01/2021 20:30;0;13.9;73.315;259.05;7.755;99.89;0;0
03/01/2021 20:45;0;13.81;73.5325;257.485;7.7625;99.88;0;0
03/01/2021 21:00;0;13.72;73.75;255.92;7.77;99.87;0;0
03/01/2021 21:15;0;13.6725;73.61;254.4325;7.6975;99.855;0;0
03/01/2021 21:30;0;13.625;73.47;252.945;7.625;99.84;0;0
03/01/2021 21:45;0;13.5775;73.33;251.4575;7.5525;99.825;0;0
03/01/2021 22:00;0;13.53;73.19;249.97;7.48;99.81;0;0
03/01/2021 22:15;0;13.4975;72.9875;249.1725;7.49;99.8;0;0
03/01/2021 22:30;0;13.465;72.785;248.375;7.5;99.79;0;0
03/01/2021 22:45;0;13.4325;72.5825;247.5775;7.51;99.78;0;0
03/01/2021 23:00;0;13.4;72.38;246.78;7.52;99.77;0;0
03/01/2021 23:15;0;13.3875;71.88;246.08;7.5975;99.76;0;0
03/01/2021 23:30;0;13.375;71.38;245.38;7.675;99.75;0;0
03/01/2021 23:45;0;13.3625;70.88;244.68;7.7525;99.74;0;0
04/01/2021 00:00;0;13.35;70.38;243.98;7.83;99.73;0;0
04/01/2021 00:15;0;13.295;70.065;243.1725;7.935;99.72;0;0
04/01/2021 00:30;0;13.24;69.75;242.365;8.04;99.71;0;0
04/01/2021 00:45;0;13.185;69.435;241.5575;8.145;99.7;0;0
04/01/2021 01:00;0;13.13;69.12;240.75;8.25;99.69;0;0
04/01/2021 01:15;0;12.97;70.1375;241.1025;8.21;99.69;0;0
04/01/2021 01:30;0;12.81;71.155;241.455;8.17;99.69;0;0
04/01/2021 01:45;0;12.65;72.1725;241.8075;8.13;99.69;0;0
04/01/2021 02:00;0;12.49;73.19;242.16;8.09;99.69;0;0
04/01/2021 02:15;0;12.3425;74.3775;242.5725;7.875;99.695;0;0
04/01/2021 02:30;0;12.195;75.565;242.985;7.66;99.7;0;0
04/01/2021 02:45;0;12.0475;76.7525;243.3975;7.445;99.705;0;0
04/01/2021 03:00;0;11.9;77.94;243.81;7.23;99.71;0;0
04/01/2021 03:15;0;11.81;78.735;243.565;7.0675;99.72;0;0
04/01/2021 03:30;0;11.72;79.53;243.32;6.905;99.73;0;0
04/01/2021 03:45;0;11.63;80.325;243.075;6.7425;99.74;0;0
04/01/2021 04:00;0;11.54;81.12;242.83;6.58;99.75;0;0
04/01/2021 04:15;30.55;11.6925;80.5425;242.7075;6.6175;99.755;0;30.55
04/01/2021 04:30;61.1;11.845;79.965;242.585;6.655;99.76;0;61.1
04/01/2021 04:45;91.65;11.9975;79.3875;242.4625;6.6925;99.765;0;91.65
04/01/2021 05:00;122.2;12.15;78.81;242.34;6.73;99.77;0;122.2
04/01/2021 05:15;176.2175;12.6175;76.56;242.235;6.6925;99.7725;0;176.2175
04/01/2021 05:30;230.235;13.085;74.31;242.13;6.655;99.775;0;230.235
04/01/2021 05:45;284.2525;13.5525;72.06;242.025;6.6175;99.7775;0;284.2525
04/01/2021 06:00;338.27;14.02;69.81;241.92;6.58;99.78;0;338.27
04/01/2021 06:15;395.46;14.59;67.045;243.02;6.4775;99.78;0;395.46
04/01/2021 06:30;452.65;15.16;64.28;244.12;6.375;99.78;0;452.65
04/01/2021 06:45;509.84;15.73;61.515;245.22;6.2725;99.78;0;509.84
04/01/2021 07:00;567.03;16.3;58.75;246.32;6.17;99.78;0;567.03
04/01/2021 07:15;617.74;16.8225;56.0475;248.0675;6.1825;99.775;0;617.74
04/01/2021 07:30;668.45;17.345;53.345;249.815;6.195;99.77;0;668.45
04/01/2021 07:45;719.16;17.8675;50.6425;251.5625;6.2075;99.765;0;719.16
04/01/2021 08:00;769.87;18.39;47.94;253.31;6.22;99.76;0;769.87
04/01/2021 08:15;814.8375;18.8125;46.0025;254.9525;6.2225;99.7575;0;814.8375
