id,DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,WINDSPEED,VAPOR_PRESSURE,PRECIPITATION,ET0,RADIATION
391,20060126,.5,-4.1,-1.8,3.6,4.83,.8,.45,2874
392,20060127,-3.4,-3.8,-3.6,3.6,3.93,.1,.5,2846
393,20060128,-.3,-6,-3.1,4.3,3.93,.3,.64,2886
394,20060129,1.9,-2.7,-.4,3.3,4.38,0,.78,3408
395,20060130,3.9,-3.2,.4,3.4,4.18,0,.84,8748
396,20060131,4.6,-3.7,.5,1.8,4.33,0,.57,8810
397,20060201,1.5,-6,-2.2,1.3,4.98,0,.31,5371
398,20060202,-.4,-1.9,-1.1,1.8,5.38,0,.33,3101
399,20060203,-2.6,-3.4,-3,2.9,4.33,0,.44,3328
400,20060204,-1.2,-5.8,-3.5,3.1,04.03,0,.5,3231
401,20060205,2.6,-4.7,-1,3.3,4.93,.1,.57,6693
402,20060206,6.7,-1.2,2.8,2.3,6.73,.5,.58,3989
403,20060207,4.1,1.1,2.6,2.3,6.63,.2,.53,3339
404,20060208,5.9,1.6,3.8,3.9,6.78,1.9,.79,3613
405,20060209,5,-.6,2.2,2.6,06.08,.8,.67,4124
406,20060210,3.9,-4,0,2.2,4.88,0,.66,6336
407,20060211,4.6,-3.1,.8,2.5,05.08,0,.76,6743
408,20060212,2.3,-4.5,-1.1,1.6,4.63,4.2,.55,4978
409,20060213,1.7,-1.4,.2,2.6,6.18,2.2,.37,3650
410,20060214,7,.2,3.6,3.2,7.63,.2,.58,4421
411,20060215,6.7,3.6,5.2,7.5,8.93,20.1,.39,3760
412,20060216,11.8,6.2,9,6.5,09.08,2.9,1.54,5003
413,20060217,8.7,3.4,6.1,6,7.63,6.6,1.23,5513
414,20060218,9.3,4.2,6.8,6.7,7.78,2.5,1.43,6789
415,20060219,6.5,1.2,3.9,2.6,7.28,10.5,.69,3987
416,20060220,6.8,-.1,3.4,1.5,7.43,3.4,.57,4088
417,20060221,6.1,.6,3.4,1.6,7.28,.6,.65,6121
418,20060222,5.1,1.2,3.1,3.8,6.88,0,.75,4598
419,20060223,2.6,1.3,1.9,3.3,5.88,0,.79,4224
420,20060224,4.1,-.3,1.9,3.5,5.73,.1,.87,4285
421,20060225,3.3,-.3,1.5,2.2,5.98,0,.67,4346
422,20060226,2.1,-1.5,.3,5,4.78,0,01.01,5250
423,20060227,4.2,-4.9,-.4,4.1,3.88,.2,1.38,12853
424,20060228,2.3,-3.3,-.5,3.7,5.38,4.4,.64,5074
425,20060301,3.4,-3.4,0,3.7,4.53,.8,1.12,10785
426,20060302,5,-2.5,1.3,3.8,5.28,7.3,01.06,7688
427,20060303,10.5,-.4,5,6.3,7.73,14.3,1.19,6074
428,20060304,.1,-.3,-.1,2.8,5.83,16.9,.52,4787
429,20060305,3.8,-3.2,.3,2.8,05.08,.6,1,11637
430,20060306,4.3,-4.2,0,2.4,5.43,.6,.81,7875
431,20060307,3.6,-2.8,.4,2.9,5.78,6.2,.71,6276
432,20060308,8.8,.5,4.7,5.4,9.18,6.8,.42,5047
433,20060309,9.8,6.9,8.4,5.5,9.53,3.5,1.19,5260
434,20060310,9,3.7,6.4,5,6.93,5.7,1.69,8731
435,20060311,5.1,-.3,2.4,4.6,6.33,2.1,.91,5245
436,20060312,.3,-4.4,-2,4.6,3.23,0,1.43,14176
437,20060313,3.7,-6.2,-1.2,3.5,3.53,0,1.5,16183
438,20060314,7.8,-4.3,1.8,3.2,3.93,0,1.88,16584
439,20060315,8.6,-3.1,2.8,3,4.68,0,1.75,14845
440,20060316,6,-2.8,1.6,3.8,4.78,0,1.52,12289
441,20060317,9,-3.8,2.6,3.7,4.83,0,1.93,15986
442,20060318,11.3,-2.7,4.3,3.5,5.18,0,2.17,15757
443,20060319,13.4,1.4,7.4,2.6,6.23,0,1.97,8505
444,20060320,15.5,4.2,9.9,2,8.43,1,1.76,8284
445,20060321,12.5,5.9,9.2,1.8,9.48,2.8,1.29,6987
446,20060322,6.8,3.5,5.2,2.2,8.78,8.3,.75,5981
447,20060323,8.8,3,5.9,2.5,8.43,5,1,6535
448,20060324,14.6,4.6,9.6,4.9,10.78,9.6,1.5,8288
449,20060325,13.1,8.7,10.9,5.5,12.08,4.5,1.23,6892
450,20060326,21.9,10.4,16.2,4.6,12.68,.2,3.24,12975
451,20060327,18.1,12.2,15.1,4.8,11.53,4.1,2.82,8981
452,20060328,11.2,8.2,9.7,4,9.38,6.2,1.75,8670
453,20060329,13.7,4.7,9.2,4.3,9.28,5,1.93,10655
454,20060330,15.1,7.2,11.2,6.7,11.88,7.7,1.55,6853
455,20060331,16.7,10.4,13.6,4.8,10.43,0,2.84,11292
456,20060401,15.7,6.3,11,3.2,10.33,1.7,02.01,10639
457,20060402,15.3,4.2,9.7,4.3,9.48,1.4,2.14,10614
458,20060403,14.2,5.3,9.8,3.4,7.83,.5,2.48,12891
459,20060404,14.1,.3,7.2,2.6,6.53,10.6,2.51,17334
460,20060405,6.7,2.8,4.7,5,6.13,2.7,1.82,11721
461,20060406,10.4,-1.6,4.4,3.2,05.08,0,2.41,19035
462,20060407,13.8,-1.1,6.4,1.4,5.13,0,2.57,21499
463,20060408,16.1,-.9,7.6,2.8,5.98,.1,03.01,19210
464,20060409,9.9,6.2,8.1,1.9,7.78,7.7,1.48,7226
465,20060410,7.1,3.8,5.5,4.5,7.18,4.6,1.44,8773
466,20060411,9.7,-.3,4.7,3,5.88,.4,2.14,16938
467,20060412,11.6,3.9,7.8,2.9,7.63,.7,1.8,8858
468,20060413,10.7,3,6.9,3.3,8.73,.1,1.31,7418
469,20060414,16.5,8.6,12.6,2.5,9.63,0,2.53,12757
470,20060415,15.2,7,11.1,4.8,10.33,2.7,02.07,7906
471,20060416,15.6,9.6,12.6,4.3,10.98,1.8,2.25,8948
472,20060417,14.5,6.5,10.5,1.8,10.23,1.7,1.77,10059
473,20060418,14.6,5.6,10.1,2.5,7.93,0,2.68,16412
474,20060419,16.6,3.5,10,1.9,7.58,0,2.76,17375
475,20060420,18.3,6,12.1,1.7,8.43,0,3.34,22159
476,20060421,22.9,4.4,13.7,1.9,09.08,0,3.91,23820
477,20060422,22.2,7.4,14.8,2.1,10.28,0,3.71,20802
478,20060423,20.2,6.9,13.5,1.7,10.13,0,03.04,17218
479,20060424,21.4,8.4,14.9,2.4,11.83,7.5,2.98,14228
480,20060425,20.1,9.9,15,2.1,12.88,.2,3.1,18465
481,20060426,17.8,9.8,13.8,2.2,12.58,1.3,02.08,9571
482,20060427,16.7,10.1,13.4,3.2,11.78,0,2.34,10010
483,20060428,15.6,7.7,11.7,4.1,8.58,0,03.07,13674
484,20060429,11.7,2.2,6.9,3.5,5.98,0,2.98,20130
485,20060430,13.1,-.3,6.4,2.5,6.33,.4,2.59,17659
486,20060501,13.7,3.2,8.4,2.7,8.73,0,1.85,9407
487,20060502,22.6,5.1,13.9,3,10.53,0,4.28,24670
488,20060503,23.8,10.1,17,2.4,11.48,0,4.14,20708
489,20060504,26.1,10.7,18.4,1.4,11.88,0,4.2,22913
490,20060505,22.6,10.8,16.7,2.3,13.98,9,3.19,15812
491,20060506,21.4,11.8,16.6,1.4,14.68,1.8,2.36,11673
492,20060507,20,12.3,16.1,1.6,14.38,2.7,2.69,14639
493,20060508,16.5,11.1,13.8,2.8,12.03,20.7,2.33,10733
494,20060509,12.5,7.7,10.1,2.6,10.18,1.1,1.77,9284
495,20060510,12.7,7,9.9,1.4,10.43,.9,1.56,8874
496,20060511,21.8,6,13.9,1.9,11.68,0,3.6,21862
497,20060512,21.8,7.6,14.7,2.9,12.43,1.1,3.63,20031
498,20060513,17.8,9.9,13.9,2.5,13.33,1.8,2.25,12668
499,20060514,20,9.8,14.9,1.7,12.26,0,3.13,18269
500,20060515,23.7,9.9,16.8,3,14.39,0,3.22,14783
501,20060516,20.8,13.3,17.1,2,16.23,6.7,2.38,11493
502,20060517,23,10.5,16.8,1.5,16.98,3.9,2.75,15038
503,20060518,17.9,15.5,16.7,3.2,15.68,4.5,2.54,12168
504,20060519,16.9,10.8,13.8,5.2,10.93,.4,3.21,13279
505,20060520,17.5,10.3,13.9,6.2,11.23,3.8,3.37,14166
506,20060521,21.3,10,15.7,4.2,12.48,2.4,3.85,18198
507,20060522,17.8,11.3,14.6,4.8,11.48,1.6,3.44,15165
508,20060523,16.8,5.8,11.3,3.3,8.58,0,3.66,21591
509,20060524,17.2,3.6,10.4,2.9,8.38,.1,3.41,20243
510,20060525,16.4,7.4,11.9,4.6,11.63,1.3,2.18,10032
511,20060526,19.9,11.5,15.7,3.5,15.13,.3,2.31,10396
512,20060527,21.4,15.4,18.4,3.2,16.43,0,03.08,13631
513,20060528,19.6,13.8,16.7,2.5,15.48,.5,2.43,11119
514,20060529,15.8,11.8,13.8,2.8,11.38,4.8,2.74,13485
515,20060530,13.3,5,9.1,3.5,08.08,.7,2.75,16192
516,20060531,13.1,3.6,8.4,2.8,8.68,1.3,2.3,13877
517,20060601,12.6,4.8,8.7,2.8,8.93,2.2,2.13,12694
518,20060602,15.3,4.8,10.1,3.2,9.53,0,2.78,17808
519,20060603,19.4,5.1,12.2,3,9.63,0,4.3,27482
520,20060604,19.3,9,14.1,2.8,11.23,0,3.6,19741
521,20060605,20.2,9.6,14.9,2.1,12.23,.8,3.22,17480
522,20060606,19.6,8.4,14,2.8,10.68,0,4.46,27620
523,20060607,21.1,6.9,14,3.1,9.33,0,4.76,26549
524,20060608,23.3,7.8,15.6,3.1,9.88,0,5.35,29681
525,20060609,26,9.1,17.5,2.3,10.33,0,5.51,29634
526,20060610,28.6,9.9,19.2,1.9,12.28,0,5.54,29652
527,20060611,29.2,13,21.1,2.4,13.88,0,5.9,28863
528,20060612,29.5,12,20.7,2,15.03,0,5.82,29616
529,20060613,30.4,13.6,22,1.9,15.13,0,06.01,29495
530,20060614,30.7,14.3,22.5,1.9,17.03,.3,5.53,26283
531,20060615,27.2,14.9,21.1,1.9,16.98,0,4.39,20522
532,20060616,25,14.6,19.8,2.5,16.83,0,3.91,18166
533,20060617,28.1,13.4,20.7,2,15.43,.3,5.17,25282
534,20060618,30,14.4,22.2,2,17.15,.7,5.45,26081
535,20060619,27.8,16.7,22.3,2.9,18.58,3,4.73,20397
536,20060620,25.1,16.3,20.7,2.3,18.43,1,3.29,13813
537,20060621,24.9,15.2,20,3.2,15.48,.1,4.74,21540
538,20060622,21.6,14.8,18.2,2.4,13.53,0,3.65,16290
539,20060623,24.8,10,17.4,1.9,11.68,0,5.18,29056
540,20060624,29.7,12.4,21.1,1.8,15.98,0,4.96,23812
541,20060625,27.7,18.2,23,3,18.58,3,4.71,18636
542,20060626,25.8,15.6,20.7,2.6,15.43,1.7,4.42,18629
543,20060627,27,15,21,2,16.93,.8,4.47,21037
544,20060628,28,15.8,21.9,1.6,17.98,.1,4.14,19013
545,20060629,28.7,14.8,21.8,2.3,15.48,0,5.7,27716
546,20060630,29.8,14.7,22.3,2.1,15.23,0,5.87,29042
547,20060701,30.2,16.4,23.3,3.1,15.23,0,6.53,29225
548,20060702,30.6,15.5,23.1,2.3,15.28,0,6.27,29607
549,20060703,32.5,16.4,24.5,1.8,16.98,0,5.95,27572
550,20060704,34,17.8,25.9,1.8,18.73,8.1,5.94,25413
551,20060705,28,17.6,22.8,2.6,18.23,3.7,4.55,18624
552,20060706,21.3,16,18.7,1.8,18.18,3.5,2.26,10039
553,20060707,23.4,13.8,18.6,1.8,17.93,1.6,2.82,13630
554,20060708,27.4,14.8,21.1,1.4,17.18,0,4.46,22563
555,20060709,26.8,15.3,21.1,2.4,17.03,0,3.66,14119
556,20060710,30.5,14.9,22.7,1.5,17.73,0,5.53,27913
557,20060711,32.5,17.6,25.1,2.7,18.98,0,6.34,26943
558,20060712,31.3,17.6,24.4,2.9,18.63,0,5.97,25168
559,20060713,31.1,18.3,24.7,2.6,17.88,0,5.53,22598
560,20060714,31.1,18.4,24.7,3.8,18.78,0,6.38,25762
561,20060715,31.2,17.9,24.6,3.9,16.68,0,6.85,28181
562,20060716,31.6,16.6,24.1,2.8,13.58,0,6.71,28801
563,20060717,32.2,16.7,24.5,2.6,12.98,0,6.8,28887
564,20060718,34.7,16.6,25.7,1.8,13.58,0,6.41,28440
565,20060719,35.1,19,27,2.9,15.98,0,07.08,26203
566,20060720,33.6,19.4,26.5,2.6,18.08,0,6.66,27341
567,20060721,35.3,19.4,27.4,1.6,17.18,0,5.86,24649
568,20060722,31.9,20.5,26.2,2.9,17.53,1.2,5.83,20702
569,20060723,31.1,17.7,24.4,1.6,17.58,0,5.17,23415
570,20060724,33.4,18.7,26,2.7,16.23,0,6.59,26002
571,20060725,35.5,20.5,28,2,16.98,.1,6.32,25279
572,20060726,35.7,20.2,28,1.8,17.18,2.3,5.82,22857
573,20060727,32,20.3,26.1,2.9,18.58,6.7,5.66,20251
574,20060728,28.4,17.4,22.9,2.4,19.48,2.2,3.89,15611
575,20060729,29.6,16.9,23.2,1.5,19.03,.2,4.47,21363
576,20060730,28.8,17.4,23.1,2.1,18.03,0,4.24,17332
577,20060731,23.9,17.9,20.9,2.1,16.93,.7,3.21,12903
578,20060801,23.2,15.1,19.1,4.2,15.08,.6,3.88,14814
579,20060802,22.3,13.8,18,3.4,13.93,3.6,3.46,13455
580,20060803,19.8,13.3,16.5,3.1,15.33,15.1,2.68,12956
581,20060804,21.9,13.8,17.9,4.3,14.83,1.9,3.25,12636
582,20060805,22,14.7,18.4,3.3,15.18,2.1,3.14,12970
583,20060806,23.4,12.8,18.1,2.9,14.93,0,3.29,14395
584,20060807,26.7,12.5,19.6,2.7,14.73,.1,4.46,20637
585,20060808,23.9,16.5,20.2,3.9,15.53,.8,3.75,12936
586,20060809,23.7,12.6,18.1,2.4,12.93,.4,3.69,16645
587,20060810,22,14.2,18.1,2.5,12.83,.1,3.38,13894
588,20060811,19.5,13.7,16.6,2.8,12.73,2.5,2.74,9818
589,20060812,18.1,10.2,14.1,2.5,13.03,14.1,2.17,10525
590,20060813,17.5,11.9,14.7,4.4,13.78,8,2.2,9393
591,20060814,20.2,11.4,15.8,3.8,13.78,2.4,2.93,13689
592,20060815,23.7,10.3,17,2.2,13.68,1.2,3.82,21307
593,20060816,23,14,18.5,2.6,15.83,1.7,03.04,13555
594,20060817,25,14.3,19.7,2.8,17.33,21.8,3.15,13423
595,20060818,24,12.3,18.2,3.9,14.58,0,4.19,20277
596,20060819,22,12.1,17.1,2.5,15.18,1.8,2.79,13651
597,20060820,21.9,13.2,17.6,3.3,14.98,.1,03.09,14316
598,20060821,21.6,12.9,17.2,3.5,14.53,.8,3.14,14373
599,20060822,22.7,14.5,18.6,2.1,14.48,.1,3.31,16128
600,20060823,24.8,10.9,17.9,1.6,13.68,0,3.72,21263
601,20060824,22,12.7,17.4,3.6,12.98,.4,3.63,15596
602,20060825,22.3,9.1,15.7,2.1,11.23,0,3.54,19574
603,20060826,21.5,9.1,15.3,3.3,14.23,5.6,2.57,12079
604,20060827,20.1,12.8,16.4,2.7,14.08,.1,2.55,11578
605,20060828,16.4,12.1,14.3,3,14.23,4.7,1.66,7822
606,20060829,14.1,10.7,12.4,2.2,12.13,4.5,1.6,8177
607,20060830,19.8,7.7,13.8,1.8,11.73,.1,2.5,14380
608,20060831,22.7,7.3,15,1.7,12.28,0,3.42,22324
609,20060901,25.9,9.7,17.8,2.1,13.48,0,3.89,21310
610,20060902,23.7,14.7,19.2,3.1,15.93,0,03.02,11924
611,20060903,25.7,17.7,21.7,4.4,19.68,.1,03.05,9146
612,20060904,24.6,20.1,22.4,2.1,20.83,0,2.25,7782
613,20060905,27.3,15.1,21.2,2.5,19.08,0,3.92,20626
614,20060906,29.3,15.6,22.5,1.6,19.08,.1,3.7,19331
615,20060907,28,15.7,21.9,3,18.08,.1,3.83,16381
616,20060908,21.9,11,16.4,4.7,11.63,0,4.1,19885
617,20060909,26.3,9.1,17.7,2.1,13.18,0,3.62,20040
618,20060910,28.7,13.1,20.9,2,15.73,0,3.57,16670
619,20060911,30,14.7,22.4,1.9,16.48,0,3.84,18299
620,20060912,28.8,14,21.4,2.3,14.58,0,04.08,19351
621,20060913,28.5,14,21.3,2.6,15.68,3.9,3.89,16417
622,20060914,25.2,17.1,21.1,2.5,17.38,13.4,2.99,12482
623,20060915,19,15.7,17.3,2.6,18.08,11.6,1.48,6589
624,20060916,23.7,14.3,19,1.9,16.73,.1,2.74,15230
625,20060917,19.7,13.6,16.6,2.9,16.38,.5,1.63,6617
626,20060918,20.7,13.9,17.3,1.8,15.88,.6,1.88,8879
627,20060919,20,12.1,16,2.4,14.73,.3,1.89,9125
628,20060920,23.8,10.9,17.3,1.6,14.93,.2,2.63,16309
629,20060921,27.1,11.2,19.2,4,14.08,0,4.11,17443
630,20060922,24,14,19,2.5,14.73,1.2,2.49,8277
631,20060923,25.4,15.1,20.2,2.2,17.58,3.9,2.38,9872
632,20060924,19.8,16,17.9,2.2,17.33,13,1.51,5715
633,20060925,18.1,12.5,15.3,2.1,14.48,.3,1.55,7451
634,20060926,17.9,11.4,14.7,2.2,13.68,.1,1.66,8761
635,20060927,20.7,8.2,14.4,1.9,13.33,.1,2.11,14603
636,20060928,20.1,10.4,15.3,1.3,13.93,0,1.62,9039
637,20060929,22.6,9.1,15.8,1.9,14.28,1.3,02.02,10758
638,20060930,19.3,13.2,16.2,2.1,16.73,7.9,1.28,5914
639,20061001,21.9,13.6,17.8,3,16.88,1,1.79,7126
640,20061002,18.1,13.7,15.9,3,16.18,20.1,1.4,6078
641,20061003,15.3,13.6,14.4,3.4,14.78,28.7,1.27,5220
642,20061004,16.6,9.1,12.9,1.8,12.08,.9,1.37,7384
643,20061005,16.4,5.8,11.1,2.8,11.93,.1,1.42,10271
644,20061006,17.8,12.1,15,4.7,14.33,7.5,1.63,5736
645,20061007,17,10.4,13.7,3,11.73,.2,1.89,10392
646,20061008,17.9,4.4,11.2,1.6,10.93,0,1.61,13996
647,20061009,21.7,6.4,14.1,1.4,13.18,.1,1.65,11443
648,20061010,22.2,9.1,15.7,1.2,14.18,0,1.63,11403
649,20061011,19.5,10.3,14.9,2.1,13.98,4.5,1.45,6992
650,20061012,19.2,11.4,15.3,1.8,14.48,0,1.28,5735
651,20061013,16.7,11.7,14.2,2.3,14.83,0,01.04,5709
652,20061014,17.9,11.2,14.6,1.7,14.23,0,1.11,5848
653,20061015,18.2,8.9,13.5,1.8,12.98,.1,1.31,7648
654,20061016,20,6.7,13.4,1.7,12.28,0,1.56,12892
655,20061017,20,7,13.5,2.5,11.48,.4,1.79,9494
656,20061018,18.5,8.9,13.7,2.4,11.88,1.9,1.54,6764
657,20061019,16.8,12.1,14.4,3.6,13.88,7.9,1.34,4632
658,20061020,15.9,11.1,13.5,3.9,14.78,3.5,.86,4442
659,20061021,18.9,12,15.5,3.6,14.48,1.5,1.56,6865
660,20061022,20,10.3,15.1,4.3,14.43,1.6,1.68,8751
661,20061023,19.1,14.3,16.7,4.6,16.08,9.5,1.5,4224
662,20061024,17,12.4,14.7,5.8,11.43,0,2.42,5880
663,20061025,21,8.2,14.6,2.9,12.83,0,1.67,6527
664,20061026,24.5,12.4,18.5,3.2,14.73,0,2.27,9053
665,20061027,22.7,14.6,18.7,1.8,16.18,.2,1.49,8473
666,20061028,19,9.6,14.3,1.4,14.63,.1,.89,4958
667,20061029,15.9,12.9,14.4,1.4,15.43,1.3,.72,3565
668,20061030,14.2,9.3,11.8,1.9,11.93,.2,.91,7500
669,20061031,15,5.9,10.5,2.1,11.73,.7,.75,5136
670,20061101,11.1,8.2,9.6,3.5,8.43,0,1.37,8134
671,20061102,8.3,.5,4.4,2.8,06.03,0,.98,9580
672,20061103,5.7,-1.8,2,2.2,6.33,0,.59,5294
673,20061104,9.8,-1.8,4,2.3,6.63,.1,.81,8487
674,20061105,3.2,-1.9,.7,1.2,6.63,0,.32,3468
675,20061106,7.4,-.7,3.4,1.3,07.03,0,.49,5691
676,20061107,9.2,-.2,4.5,1.4,7.43,0,.57,5000
677,20061108,15,1.5,8.2,1.8,9.68,0,.8,4559
678,20061109,14.3,7.1,10.7,2,11.18,.2,.74,3664
679,20061110,10.4,1.6,6,2.3,7.63,0,.7,7885
680,20061111,9.7,.4,5,3.8,9.83,5.1,.18,2949
681,20061112,11.2,8.7,9.9,2.8,10.08,.7,.88,3216
682,20061113,10.3,3.8,7,3.8,10.58,1.9,.3,2934
683,20061114,13.1,9.8,11.5,3.3,12.03,.2,.79,2996
684,20061115,17.7,5.5,11.6,4.1,11.43,0,1.2,7528
685,20061116,19.3,13.2,16.3,6.7,11.73,16.1,2.8,4467
686,20061117,11.9,10.4,11.2,3.3,11.68,1.1,.78,3519
687,20061118,11.9,6.1,9,1.9,10.18,1.9,.62,3031
688,20061119,10.4,5.5,8,2.9,9.43,2.5,.7,2865
689,20061120,8.3,.2,4.3,4.3,8.48,4.1,.36,2896
690,20061121,10.8,7.4,9.1,4.8,9.68,5.3,.94,3357
691,20061122,8,2.4,5.2,4.3,7.98,.4,.59,4700
692,20061123,14,5.8,9.9,5.5,11.33,6.5,.83,2891
693,20061124,14.9,7,11,5.4,11.78,1.4,.99,2486
694,20061125,18,14.5,16.2,7.8,12.03,11.7,2.91,2457
695,20061126,13.5,9,11.2,2,11.48,.1,.56,3409
696,20061127,16,6.4,11.2,1.8,11.03,0,.76,3722
697,20061128,16.1,5.3,10.7,2.4,11.08,.7,.67,5900
698,20061129,9.5,7.8,8.6,2.2,9.68,0,.58,3162
699,20061130,6.9,3.4,5.2,2.6,8.58,0,.38,2359
700,20061201,11,3.6,7.3,2.6,8.83,.1,.59,4141
701,20061202,12.3,3.5,7.9,2.2,9.28,0,.7,2634
702,20061203,14,6.4,10.2,5.4,10.88,6.4,.97,3481
703,20061204,12.9,7.2,10.1,6.3,11.63,3.6,.7,2391
704,20061205,14.9,11.6,13.2,5.5,12.43,9.3,1.28,2886
705,20061206,9.7,8.2,9,3.4,9.28,.7,.88,2380
706,20061207,7.7,1.1,4.4,4.6,8.48,4.5,.32,2511
707,20061208,12.8,7.1,9.9,7.3,9.33,2.1,1.61,2460
708,20061209,8.3,3,5.7,2.2,7.63,.2,.53,3143
709,20061210,5.7,0,2.8,1.7,6.63,0,.24,3202
710,20061211,5.6,-1.7,1.9,3.3,6.48,2.5,.47,2792
711,20061212,5.6,3,4.3,2.1,7.73,.2,.38,2134
712,20061213,7.9,-1.2,3.3,2,6.93,0,.2,4827
713,20061214,2,-2.5,-.2,.9,6.13,0,.22,2225
714,20061215,5.8,-1.2,2.3,2.1,6.48,0,.39,4065
715,20061216,8.9,1.8,5.4,2,8.28,1.7,.47,2269
716,20061217,5.3,2.7,4,2.1,7.63,.2,.32,3155
717,20061218,4.5,1.4,3,2.5,07.03,.2,.37,2150
718,20061219,4,-1.3,1.3,4.8,05.03,0,.69,6256
719,20061220,3.4,-2.7,.4,4,4.73,0,.54,6198
720,20061221,5.2,-2.6,1.3,4.1,5.78,0,.44,5631
721,20061222,3.9,-2.6,.7,3.2,5.48,0,.28,6089
722,20061223,-1,-5.9,-3.5,1.5,4.98,0,.09,2849
723,20061224,-.3,-2.7,-1.5,1.4,5.48,0,.18,2096
724,20061225,0,-1.2,-.6,2.3,5.68,0,.25,2100
725,20061226,.2,-1.1,-.5,1.7,5.43,0,.3,2105
726,20061227,-2.3,-3.1,-2.7,1.8,4.83,0,.22,2112
727,20061228,-.1,-4.4,-2.2,1,4.73,0,.19,3400
728,20061229,2.6,-3.7,-.5,2.2,5.18,0,.49,3139
729,20061230,10.1,-.8,4.7,4.5,7.88,.9,.72,2137
730,20061231,11.2,5.6,8.4,5.5,10.58,8.8,.48,3360
731,20070101,11,9.8,10.4,6.2,9.48,8.8,1.47,3029
732,20070102,7.5,4.2,5.8,6,7.48,3.9,.99,3013
733,20070103,7.5,3.1,5.3,3.5,7.68,.3,.55,3953
734,20070104,8.8,2.9,5.9,4.8,8.53,3.1,.6,2427
735,20070105,8.8,5,6.9,3.7,9.38,1,.5,2246
736,20070106,11,7.2,9.1,5.2,10.73,3.5,.64,2553
737,20070107,10.2,7.1,8.6,3.6,9.83,1.1,.64,3432
738,20070108,11,5.2,8.1,5.8,10.73,6,.44,2361
739,20070109,12.9,8.8,10.9,4.5,11.93,.4,.72,2410
740,20070110,12.2,6.6,9.4,3.8,10.48,1.7,.73,3087
741,20070111,10.2,2.7,6.5,6,9.23,2.5,.56,3440
742,20070112,11.2,6.6,8.9,3.9,9.98,.6,.69,4081
743,20070113,10.5,8,9.3,3,11.13,.6,.49,2387
744,20070114,11.9,8,10,2.3,09.03,0,.78,5326
745,20070115,4.2,-1.5,1.3,1.6,6.73,0,.21,3851
746,20070116,7.5,1.3,4.4,2.5,8.68,.4,.28,2469
747,20070117,11.9,5.9,8.9,6.2,10.28,2.7,.88,2961
748,20070118,13,9.4,11.2,9.3,12.13,4.5,.99,2528
749,20070119,13.2,11.5,12.3,5.5,12.88,1.4,.91,2622
750,20070120,13.1,10.5,11.8,5.5,11.33,2.5,1.27,2751
751,20070121,9.7,5.7,7.7,3.9,7.68,.1,01.09,5768
752,20070122,5.2,.2,2.7,3.3,6.68,6.5,.52,2660
753,20070123,-.9,-1.3,-1.1,7.3,4.98,6.8,.59,2695
754,20070124,-.5,-4,-2.2,3.5,04.03,.1,.59,4331
755,20070125,-1.3,-8.3,-4.8,4.5,3.53,0,.5,7256
756,20070126,-.4,-9,-4.7,2.2,3.43,0,.39,8073
757,20070127,.5,-7.2,-3.4,1.8,4.98,0,.24,2880
758,20070128,1.2,-2.8,-.8,2.2,5.88,0,.27,2886
759,20070129,3.6,-.6,1.5,1.9,6.53,0,.38,2961
760,20070130,8,1.1,4.6,2.3,07.03,0,.6,7645
761,20070131,2.3,-1,.6,1.6,6.48,.1,.31,3013
762,20070201,6,1,3.5,2,7.83,.1,.39,3057
763,20070202,8.7,4.4,6.5,2.3,9.38,.1,.48,4719
764,20070203,9.6,5.8,7.7,5.3,7.63,0,1.36,8751
765,20070204,11.8,-.3,5.8,3.3,06.08,0,1.31,9873
766,20070205,7.5,-2,2.8,2.6,07.03,.9,.56,4462
767,20070206,5.5,2.5,4,1.9,7.28,1.4,.56,3364
768,20070207,7.5,1.2,4.4,2.8,7.78,5.6,.56,3487
769,20070208,10.4,3,6.7,5.3,7.93,4.1,1.21,4896
770,20070209,11.1,1.4,6.3,3.4,7.88,1.2,01.01,8933
771,20070210,8.6,4.8,6.7,4.8,8.73,8.5,.84,3949
772,20070211,12.2,5.7,9,6.9,9.23,11,1.48,6841
773,20070212,10.8,6.5,8.7,6.9,8.93,1.8,1.45,4651
774,20070213,10.9,6.2,8.6,4.1,7.48,.4,1.63,6130
775,20070214,8,1.8,4.9,5.3,8.38,7.9,.62,3705
776,20070215,12,3.7,7.8,2.8,7.33,0,1.37,11551
777,20070216,14.8,-1,6.9,2.2,6.93,0,1.46,10582
778,20070217,16.4,3.3,9.8,2.7,6.68,0,02.01,8823
779,20070218,15.4,4.5,10,2.2,8.48,0,1.43,8210
780,20070219,13.6,3.7,8.7,1.8,8.83,0,1.14,10612
781,20070220,13.1,1.2,7.1,1.9,7.88,0,1.2,9186
782,20070221,11.1,.1,5.6,2.4,8.13,.7,.9,5515
783,20070222,13.3,2.7,8,2.4,8.73,0,1.21,9071
784,20070223,14.3,2.7,8.5,3.7,8.98,4.2,1.48,7795
785,20070224,12.6,6.9,9.8,6.3,9.73,7,1.58,6439
786,20070225,10.6,7.3,8.9,6.3,8.88,4.6,1.63,6427
787,20070226,9.5,6.1,7.8,3.9,8.53,3.3,1.22,5743
788,20070227,9.7,1.8,5.8,5.2,9.18,2.9,.65,4968
789,20070228,13.6,8.4,11,7.7,10.03,3.5,02.02,7033
