date,G(h),T2m,VAPOR_PRESSURE,WD10m,WS10m,PRECIP
01/01/2021 00:00,0,13.02,9.69,252.31,4.71,0
01/01/2021 00:15,0,12.9775,9.69,252.75,4.595,0
01/01/2021 00:30,0,12.935,9.69,253.19,4.48,0
01/01/2021 00:45,0,12.8925,9.69,253.63,4.365,0
01/01/2021 01:00,0,12.85,9.69,254.07,4.25,0
01/01/2021 01:15,0,12.8,9.69,253.665,4.0275,0
01/01/2021 01:30,0,12.75,9.69,253.26,3.805,0
01/01/2021 01:45,0,12.7,9.69,252.855,3.5825,0
01/01/2021 02:00,0,12.65,9.69,252.45,3.36,0
01/01/2021 02:15,0,12.5625,9.69,251.57,3.165,0
01/01/2021 02:30,0,12.475,9.69,250.69,2.97,0
01/01/2021 02:45,0,12.3875,9.69,249.81,2.775,0
01/01/2021 03:00,0,12.3,9.69,248.93,2.58,0
01/01/2021 03:15,0,12.1925,9.69,247.245,2.435,0
01/01/2021 03:30,0,12.085,9.69,245.56,2.29,0
01/01/2021 03:45,0,11.9775,9.69,243.875,2.145,0
01/01/2021 04:00,0,11.87,9.69,242.19,2,0
01/01/2021 04:15,30.7325,12.085,9.69,239.0775,1.9325,0
01/01/2021 04:30,61.465,12.3,9.69,235.965,1.865,0
01/01/2021 04:45,92.1975,12.515,9.69,232.8525,1.7975,0
01/01/2021 05:00,122.93,12.73,9.69,229.74,1.73,0
01/01/2021 05:15,172.6125,13.09,9.69,229.3525,1.67,0
01/01/2021 05:30,222.295,13.45,9.69,228.965,1.61,0
01/01/2021 05:45,271.9775,13.81,9.69,228.5775,1.55,0
01/01/2021 06:00,321.66,14.17,9.66,228.19,1.49,0
01/01/2021 06:15,377.1925,14.7275,9.66,231.8975,1.4375,0
01/01/2021 06:30,432.725,15.285,9.66,235.605,1.385,0
01/01/2021 06:45,488.2575,15.8425,9.66,239.3125,1.3325,0
01/01/2021 07:00,543.79,16.4,9.66,243.02,1.28,0
01/01/2021 07:15,592.4675,16.95,9.66,249.925,1.27,0
01/01/2021 07:30,641.145,17.5,9.66,256.83,1.26,0.01
01/01/2021 07:45,689.8225,18.05,9.66,263.735,1.25,0.01
01/01/2021 08:00,738.5,18.6,9.66,270.64,1.24,0
01/01/2021 08:15,781.94,19.035,9.66,277.13,1.3575,0
01/01/2021 08:30,825.38,19.47,9.66,283.62,1.475,0
01/01/2021 08:45,868.82,19.905,9.66,290.11,1.5925,0
01/01/2021 09:00,912.26,20.34,9.66,296.6,1.71,0
01/01/2021 09:15,930.725,20.6375,9.66,298.1325,1.8875,0
01/01/2021 09:30,949.19,20.935,9.66,299.665,2.065,0
01/01/2021 09:45,967.655,21.2325,9.66,301.1975,2.2425,0
01/01/2021 10:00,986.12,21.53,9.66,302.73,2.42,0
01/01/2021 10:15,994.795,21.6925,9.66,303.815,2.6275,0
01/01/2021 10:30,1003.47,21.855,9.66,304.9,2.835,0
01/01/2021 10:45,1012.145,22.0175,9.66,305.985,3.0425,0
01/01/2021 11:00,1020.82,22.18,9.66,307.07,3.25,0.01
01/01/2021 11:15,1020.9225,22.1225,9.66,307.38,3.4875,0.01
01/01/2021 11:30,1021.025,22.065,9.66,307.69,3.725,0
01/01/2021 11:45,1021.1275,22.0075,9.66,308,3.9625,0
01/01/2021 12:00,1021.23,21.95,7.96,308.31,4.2,0
01/01/2021 12:15,1016.11,21.7825,7.96,307.4975,4.385,0
01/01/2021 12:30,1010.99,21.615,7.96,306.685,4.57,0
01/01/2021 12:45,1005.87,21.4475,7.96,305.8725,4.755,0
01/01/2021 13:00,1000.75,21.28,7.96,305.06,4.94,0
01/01/2021 13:15,962.645,21.08,7.96,303.6575,05.08,0
01/01/2021 13:30,924.54,20.88,7.96,302.255,5.22,0
01/01/2021 13:45,886.435,20.68,7.96,300.8525,5.36,0
01/01/2021 14:00,848.33,20.48,7.96,299.45,5.5,0
01/01/2021 14:15,809.43,20.2825,7.96,297.7225,5.6325,0
01/01/2021 14:30,770.53,20.085,7.96,295.995,5.765,0
01/01/2021 14:45,731.63,19.8875,7.96,294.2675,5.8975,0
01/01/2021 15:00,692.73,19.69,7.96,292.54,06.03,0
01/01/2021 15:15,643.1675,19.52,7.96,290.77,6.165,0
01/01/2021 15:30,593.605,19.35,7.96,289,6.3,0
01/01/2021 15:45,544.0425,19.18,7.96,287.23,6.435,0
01/01/2021 16:00,494.48,19.01,7.96,285.46,6.57,0
01/01/2021 16:15,440.695,18.7525,7.96,283.94,6.7,0
01/01/2021 16:30,386.91,18.495,7.96,282.42,6.83,0
01/01/2021 16:45,333.125,18.2375,7.96,280.9,6.96,0
01/01/2021 17:00,279.34,17.98,7.96,279.38,07.09,0
01/01/2021 17:15,228.51,17.565,7.96,277.9075,7.2075,0
01/01/2021 17:30,177.68,17.15,7.96,276.435,7.325,0
01/01/2021 17:45,126.85,16.735,7.96,274.9625,7.4425,0
01/01/2021 18:00,76.02,16.32,8.36,273.49,7.56,0
01/01/2021 18:15,57.015,15.895,8.36,272.025,7.555,0
01/01/2021 18:30,38.01,15.47,8.36,270.56,7.55,0
01/01/2021 18:45,19.005,15.045,8.36,269.095,7.545,0
01/01/2021 19:00,0,14.62,8.36,267.63,7.54,0
01/01/2021 19:15,0,14.385,8.36,266.9825,7.42,0
01/01/2021 19:30,0,14.15,8.36,266.335,7.3,0
01/01/2021 19:45,0,13.915,8.36,265.6875,7.18,0
01/01/2021 20:00,0,13.68,8.36,265.04,07.06,0
01/01/2021 20:15,0,13.58,8.36,264.65,6.9125,0
01/01/2021 20:30,0,13.48,8.36,264.26,6.765,0
01/01/2021 20:45,0,13.38,8.36,263.87,6.6175,0
01/01/2021 21:00,0,13.28,8.36,263.48,6.47,0
01/01/2021 21:15,0,13.2375,8.36,262.7125,6.285,0
01/01/2021 21:30,0,13.195,8.36,261.945,6.1,0
01/01/2021 21:45,0,13.1525,8.36,261.1775,5.915,0
01/01/2021 22:00,0,13.11,8.36,260.41,5.73,0
01/01/2021 22:15,0,13.0825,8.36,259.8225,5.635,0
01/01/2021 22:30,0,13.055,8.36,259.235,5.54,0
01/01/2021 22:45,0,13.0275,8.36,258.6475,5.445,0
01/01/2021 23:00,0,13,8.36,258.06,5.35,0
01/01/2021 23:15,0,12.98,8.36,258.2075,5.3325,0
01/01/2021 23:30,0,12.96,8.36,258.355,5.315,0
01/01/2021 23:45,0,12.94,8.36,258.5025,5.2975,0
02/01/2021 00:00,0,12.92,9.43,258.65,5.28,0
02/01/2021 00:15,0,12.89,9.43,259.525,5.2275,0
02/01/2021 00:30,0,12.86,9.43,260.4,5.175,0
02/01/2021 00:45,0,12.83,9.43,261.275,5.1225,0
02/01/2021 01:00,0,12.8,9.43,262.15,05.07,0
02/01/2021 01:15,0,12.77,9.43,262.16,4.855,0
02/01/2021 01:30,0,12.74,9.43,262.17,4.64,0
02/01/2021 01:45,0,12.71,9.43,262.18,4.425,0
02/01/2021 02:00,0,12.68,9.43,262.19,4.21,0
02/01/2021 02:15,0,12.6475,9.43,260.4725,3.9625,0
02/01/2021 02:30,0,12.615,9.43,258.755,3.715,0
02/01/2021 02:45,0,12.5825,9.43,257.0375,3.4675,0
02/01/2021 03:00,0,12.55,9.43,255.32,3.22,0
02/01/2021 03:15,0,12.485,9.43,258.955,3.155,0
02/01/2021 03:30,0,12.42,9.43,262.59,03.09,0
02/01/2021 03:45,0,12.355,9.43,266.225,3.025,0
02/01/2021 04:00,0,12.29,9.43,269.86,2.96,0
02/01/2021 04:15,17.63,12.4275,9.43,272.01,03.02,0
02/01/2021 04:30,35.26,12.565,9.43,274.16,03.08,0
02/01/2021 04:45,52.89,12.7025,9.43,276.31,3.14,0.05
02/01/2021 05:00,70.52,12.84,9.43,278.46,3.2,0.06
02/01/2021 05:15,105.7075,13.21,9.43,276.8475,2.7975,0.06
02/01/2021 05:30,140.895,13.58,9.43,275.235,2.395,0.03
02/01/2021 05:45,176.0825,13.95,9.43,273.6225,1.9925,0.01
02/01/2021 06:00,211.27,14.32,9.73,272.01,1.59,0.01
02/01/2021 06:15,251.095,14.68,9.73,283.0875,1.6475,0
02/01/2021 06:30,290.92,15.04,9.73,294.165,1.705,0
02/01/2021 06:45,330.745,15.4,9.73,305.2425,1.7625,0
02/01/2021 07:00,370.57,15.76,9.73,316.32,1.82,0
02/01/2021 07:15,408.1375,16.04,9.73,321.475,1.955,0
02/01/2021 07:30,445.705,16.32,9.73,326.63,02.09,0
02/01/2021 07:45,483.2725,16.6,9.73,331.785,2.225,0
02/01/2021 08:00,520.84,16.88,9.73,336.94,2.36,0
02/01/2021 08:15,552.55,17.0025,9.73,335.7,2.6925,0
02/01/2021 08:30,584.26,17.125,9.73,334.46,3.025,0
02/01/2021 08:45,615.97,17.2475,9.73,333.22,3.3575,0
02/01/2021 09:00,647.68,17.37,9.73,331.98,3.69,0
02/01/2021 09:15,660.6925,17.36,9.73,330.5175,3.9375,0
02/01/2021 09:30,673.705,17.35,9.73,329.055,4.185,0
02/01/2021 09:45,686.7175,17.34,9.73,327.5925,4.4325,0
02/01/2021 10:00,699.73,17.33,9.73,326.13,4.68,0
02/01/2021 10:15,710.2725,17.305,9.73,323.7925,4.83,0
02/01/2021 10:30,720.815,17.28,9.73,321.455,4.98,0
02/01/2021 10:45,731.3575,17.255,9.73,319.1175,5.13,0
02/01/2021 11:00,741.9,17.23,9.73,316.78,5.28,0.01
02/01/2021 11:15,754.5625,17.1625,9.73,314.8575,5.405,0.04
02/01/2021 11:30,767.225,17.095,9.73,312.935,5.53,0.02
02/01/2021 11:45,779.8875,17.0275,9.73,311.0125,5.655,0.02
02/01/2021 12:00,792.55,16.96,9.09,309.09,5.78,0.01
02/01/2021 12:15,809.0875,16.8475,9.09,306.8325,5.7725,0
02/01/2021 12:30,825.625,16.735,9.09,304.575,5.765,0
02/01/2021 12:45,842.1625,16.6225,9.09,302.3175,5.7575,0
02/01/2021 13:00,858.7,16.51,9.09,300.06,5.75,0.01
02/01/2021 13:15,833.6625,16.4575,9.09,297.47,5.76,0
02/01/2021 13:30,808.625,16.405,9.09,294.88,5.77,0
02/01/2021 13:45,783.5875,16.3525,9.09,292.29,5.78,0
02/01/2021 14:00,758.55,16.3,9.09,289.7,5.79,0
02/01/2021 14:15,697.2125,16.3075,9.09,287.265,5.7825,0
02/01/2021 14:30,635.875,16.315,9.09,284.83,5.775,0
02/01/2021 14:45,574.5375,16.3225,9.09,282.395,5.7675,0
02/01/2021 15:00,513.2,16.33,9.09,279.96,5.76,0
02/01/2021 15:15,456.375,16.3,9.09,278.9575,5.7325,0
02/01/2021 15:30,399.55,16.27,9.09,277.955,5.705,0
02/01/2021 15:45,342.725,16.24,9.09,276.9525,5.6775,0
02/01/2021 16:00,285.9,16.21,9.09,275.95,5.65,0
02/01/2021 16:15,256.6225,16.0425,9.09,276.0875,5.7125,0
02/01/2021 16:30,227.345,15.875,9.09,276.225,5.775,0
02/01/2021 16:45,198.0675,15.7075,9.09,276.3625,5.8375,0
02/01/2021 17:00,168.79,15.54,9.09,276.5,5.9,0
02/01/2021 17:15,138.4725,15.2675,9.09,276.4225,6.0825,0
02/01/2021 17:30,108.155,14.995,9.09,276.345,6.265,0
02/01/2021 17:45,77.8375,14.7225,9.09,276.2675,6.4475,0
02/01/2021 18:00,47.52,14.45,8.46,276.19,6.63,0.04
02/01/2021 18:15,35.64,14.2075,8.46,275.575,6.7725,0.04
02/01/2021 18:30,23.76,13.965,8.46,274.96,6.915,0.04
02/01/2021 18:45,11.88,13.7225,8.46,274.345,7.0575,0
02/01/2021 19:00,0,13.48,8.46,273.73,7.2,0
02/01/2021 19:15,0,13.4,8.46,273.24,7.165,0
02/01/2021 19:30,0,13.32,8.46,272.75,7.13,0
02/01/2021 19:45,0,13.24,8.46,272.26,7.095,0
02/01/2021 20:00,0,13.16,8.46,271.77,07.06,0
02/01/2021 20:15,0,13.14,8.46,271.46,6.96,0
02/01/2021 20:30,0,13.12,8.46,271.15,6.86,0
02/01/2021 20:45,0,13.1,8.46,270.84,6.76,0
02/01/2021 21:00,0,13.08,8.46,270.53,6.66,0
02/01/2021 21:15,0,13.0925,8.46,268.815,6.43,0
02/01/2021 21:30,0,13.105,8.46,267.1,6.2,0
02/01/2021 21:45,0,13.1175,8.46,265.385,5.97,0
02/01/2021 22:00,0,13.13,8.46,263.67,5.74,0
02/01/2021 22:15,0,13.145,8.46,261.22,5.4725,0
02/01/2021 22:30,0,13.16,8.46,258.77,5.205,0
02/01/2021 22:45,0,13.175,8.46,256.32,4.9375,0
02/01/2021 23:00,0,13.19,8.46,253.87,4.67,0
02/01/2021 23:15,0,13.1825,8.46,251.9,4.4875,0.01
02/01/2021 23:30,0,13.175,8.46,249.93,4.305,0
02/01/2021 23:45,0,13.1675,8.46,247.96,4.1225,0
03/01/2021 00:00,0,13.16,8.03,245.99,3.94,0
03/01/2021 00:15,0,13.1175,8.03,244.9825,3.8975,0.01
03/01/2021 00:30,0,13.075,8.03,243.975,3.855,0.02
03/01/2021 00:45,0,13.0325,8.03,242.9675,3.8125,0.01
03/01/2021 01:00,0,12.99,8.03,241.96,3.77,0.01
03/01/2021 01:15,0,12.915,8.03,241.3275,3.84,0
03/01/2021 01:30,0,12.84,8.03,240.695,3.91,0
03/01/2021 01:45,0,12.765,8.03,240.0625,3.98,0
03/01/2021 02:00,0,12.69,8.03,239.43,04.05,0
03/01/2021 02:15,0,12.6625,8.03,238.3225,4.1575,0
03/01/2021 02:30,0,12.635,8.03,237.215,4.265,0
03/01/2021 02:45,0,12.6075,8.03,236.1075,4.3725,0
03/01/2021 03:00,0,12.58,8.03,235,4.48,0
03/01/2021 03:15,0,12.5475,8.03,234.2325,4.52,0
03/01/2021 03:30,0,12.515,8.03,233.465,4.56,0
03/01/2021 03:45,0,12.4825,8.03,232.6975,4.6,0
03/01/2021 04:00,0,12.45,8.03,231.93,4.64,0
03/01/2021 04:15,26.0275,12.6025,8.03,231.825,4.7375,0
03/01/2021 04:30,52.055,12.755,8.03,231.72,4.835,0
03/01/2021 04:45,78.0825,12.9075,8.03,231.615,4.9325,0
03/01/2021 05:00,104.11,13.06,8.03,231.51,05.03,0
03/01/2021 05:15,152.06,13.5,8.03,231.25,4.9625,0
03/01/2021 05:30,200.01,13.94,8.03,230.99,4.895,0
03/01/2021 05:45,247.96,14.38,8.03,230.73,4.8275,0
03/01/2021 06:00,295.91,14.82,7.16,230.47,4.76,0
03/01/2021 06:15,349.65,15.3775,7.16,230.9475,4.6975,0
03/01/2021 06:30,403.39,15.935,7.16,231.425,4.635,0
03/01/2021 06:45,457.13,16.4925,7.16,231.9025,4.5725,0
03/01/2021 07:00,510.87,17.05,7.16,232.38,4.51,0
03/01/2021 07:15,561.97,17.6525,7.16,234.025,4.5125,0
03/01/2021 07:30,613.07,18.255,7.16,235.67,4.515,0
03/01/2021 07:45,664.17,18.8575,7.16,237.315,4.5175,0
03/01/2021 08:00,715.27,19.46,7.16,238.96,4.52,0
03/01/2021 08:15,759.0875,20.0175,7.16,241.7325,4.615,0
03/01/2021 08:30,802.905,20.575,7.16,244.505,4.71,0
03/01/2021 08:45,846.7225,21.1325,7.16,247.2775,4.805,0
03/01/2021 09:00,890.54,21.69,7.16,250.05,4.9,0
03/01/2021 09:15,920.91,22.0925,7.16,252.1725,5.0975,0
03/01/2021 09:30,951.28,22.495,7.16,254.295,5.295,0
03/01/2021 09:45,981.65,22.8975,7.16,256.4175,5.4925,0
03/01/2021 10:00,1012.02,23.3,7.16,258.54,5.69,0
03/01/2021 10:15,1016.4025,23.545,7.16,260.1975,5.9025,0.01
03/01/2021 10:30,1020.785,23.79,7.16,261.855,6.115,0.02
03/01/2021 10:45,1025.1675,24.035,7.16,263.5125,6.3275,0.05
03/01/2021 11:00,1029.55,24.28,7.16,265.17,6.54,0.08
03/01/2021 11:15,1032.69,24.33,7.16,266.49,6.75,0.04
03/01/2021 11:30,1035.83,24.38,7.16,267.81,6.96,0.03
03/01/2021 11:45,1038.97,24.43,7.16,269.13,7.17,0.03
03/01/2021 12:00,1042.11,24.48,8.13,270.45,7.38,0.02
03/01/2021 12:15,1033.415,24.4075,8.13,270.995,7.5675,0.02
03/01/2021 12:30,1024.72,24.335,8.13,271.54,7.755,0.02
03/01/2021 12:45,1016.025,24.2625,8.13,272.085,7.9425,0.02
03/01/2021 13:00,1007.33,24.19,8.13,272.63,8.13,0.04
03/01/2021 13:15,972.6975,24.0225,8.13,272.8675,8.27,0.03
03/01/2021 13:30,938.065,23.855,8.13,273.105,8.41,0.01
03/01/2021 13:45,903.4325,23.6875,8.13,273.3425,8.55,0
03/01/2021 14:00,868.8,23.52,8.13,273.58,8.69,0
03/01/2021 14:15,828.1275,23.2475,8.13,273.2925,8.825,0
03/01/2021 14:30,787.455,22.975,8.13,273.005,8.96,0
03/01/2021 14:45,746.7825,22.7025,8.13,272.7175,9.095,0
03/01/2021 15:00,706.11,22.43,8.13,272.43,9.23,0
03/01/2021 15:15,655.5075,22.06,8.13,271.8825,9.305,0
03/01/2021 15:30,604.905,21.69,8.13,271.335,9.38,0
03/01/2021 15:45,554.3025,21.32,8.13,270.7875,9.455,0
03/01/2021 16:00,503.7,20.95,8.13,270.24,9.53,0
03/01/2021 16:15,449.6475,20.5075,8.13,269.635,9.5225,0
03/01/2021 16:30,395.595,20.065,8.13,269.03,9.515,0
03/01/2021 16:45,341.5425,19.6225,8.13,268.425,9.5075,0
03/01/2021 17:00,287.49,19.18,8.13,267.82,9.5,0
03/01/2021 17:15,236.1675,18.6425,8.13,267.35,9.3775,0
03/01/2021 17:30,184.845,18.105,8.13,266.88,9.255,0
03/01/2021 17:45,133.5225,17.5675,8.13,266.41,9.1325,0
03/01/2021 18:00,82.2,17.03,8.46,265.94,09.01,0
03/01/2021 18:15,61.65,16.5325,8.46,265.395,8.8475,0
03/01/2021 18:30,41.1,16.035,8.46,264.85,8.685,0
03/01/2021 18:45,20.55,15.5375,8.46,264.305,8.5225,0
03/01/2021 19:00,0,15.04,8.46,263.76,8.36,0
03/01/2021 19:15,0,14.8,8.46,263.365,8.205,0
03/01/2021 19:30,0,14.56,8.46,262.97,08.05,0
03/01/2021 19:45,0,14.32,8.46,262.575,7.895,0
03/01/2021 20:00,0,14.08,8.46,262.18,7.74,0
03/01/2021 20:15,0,13.99,8.46,260.615,7.7475,0
03/01/2021 20:30,0,13.9,8.46,259.05,7.755,0
03/01/2021 20:45,0,13.81,8.46,257.485,7.7625,0
03/01/2021 21:00,0,13.72,8.46,255.92,7.77,0
03/01/2021 21:15,0,13.6725,8.46,254.4325,7.6975,0
03/01/2021 21:30,0,13.625,8.46,252.945,7.625,0
03/01/2021 21:45,0,13.5775,8.46,251.4575,7.5525,0
03/01/2021 22:00,0,13.53,8.46,249.97,7.48,0
03/01/2021 22:15,0,13.4975,8.46,249.1725,7.49,0
03/01/2021 22:30,0,13.465,8.46,248.375,7.5,0
03/01/2021 22:45,0,13.4325,8.46,247.5775,7.51,0
03/01/2021 23:00,0,13.4,8.46,246.78,7.52,0
03/01/2021 23:15,0,13.3875,8.46,246.08,7.5975,0
03/01/2021 23:30,0,13.375,8.46,245.38,7.675,0
03/01/2021 23:45,0,13.3625,8.46,244.68,7.7525,0
04/01/2021 00:00,0,13.35,8.39,243.98,7.83,0
04/01/2021 00:15,0,13.295,8.39,243.1725,7.935,0
04/01/2021 00:30,0,13.24,8.39,242.365,08.04,0
04/01/2021 00:45,0,13.185,8.39,241.5575,8.145,0
04/01/2021 01:00,0,13.13,8.39,240.75,8.25,0
04/01/2021 01:15,0,12.97,8.39,241.1025,8.21,0
04/01/2021 01:30,0,12.81,8.39,241.455,8.17,0
04/01/2021 01:45,0,12.65,8.39,241.8075,8.13,0
04/01/2021 02:00,0,12.49,8.39,242.16,08.09,0
04/01/2021 02:15,0,12.3425,8.39,242.5725,7.875,0
04/01/2021 02:30,0,12.195,8.39,242.985,7.66,0
04/01/2021 02:45,0,12.0475,8.39,243.3975,7.445,0
04/01/2021 03:00,0,11.9,8.39,243.81,7.23,0
04/01/2021 03:15,0,11.81,8.39,243.565,7.0675,0
04/01/2021 03:30,0,11.72,8.39,243.32,6.905,0
04/01/2021 03:45,0,11.63,8.39,243.075,6.7425,0
04/01/2021 04:00,0,11.54,8.39,242.83,6.58,0
04/01/2021 04:15,30.55,11.6925,8.39,242.7075,6.6175,0
04/01/2021 04:30,61.1,11.845,8.39,242.585,6.655,0
04/01/2021 04:45,91.65,11.9975,8.39,242.4625,6.6925,0
04/01/2021 05:00,122.2,12.15,8.39,242.34,6.73,0
04/01/2021 05:15,176.2175,12.6175,8.39,242.235,6.6925,0
04/01/2021 05:30,230.235,13.085,8.39,242.13,6.655,0
04/01/2021 05:45,284.2525,13.5525,8.39,242.025,6.6175,0
04/01/2021 06:00,338.27,14.02,7.96,241.92,6.58,0
04/01/2021 06:15,395.46,14.59,7.96,243.02,6.4775,0.01
04/01/2021 06:30,452.65,15.16,7.96,244.12,6.375,0.01
04/01/2021 06:45,509.84,15.73,7.96,245.22,6.2725,0.01
04/01/2021 07:00,567.03,16.3,7.96,246.32,6.17,0.01
04/01/2021 07:15,617.74,16.8225,7.96,248.0675,6.1825,0
04/01/2021 07:30,668.45,17.345,7.96,249.815,6.195,0
04/01/2021 07:45,719.16,17.8675,7.96,251.5625,6.2075,0
04/01/2021 08:00,769.87,18.39,7.96,253.31,6.22,0
04/01/2021 08:15,814.8375,18.8125,7.96,254.9525,6.2225,0
04/01/2021 08:30,859.805,19.235,7.96,256.595,6.225,0
04/01/2021 08:45,904.7725,19.6575,7.96,258.2375,6.2275,0
04/01/2021 09:00,949.74,20.08,7.96,259.88,6.23,0
04/01/2021 09:15,970.5875,20.3875,7.96,261.5075,6.2125,0
04/01/2021 09:30,991.435,20.695,7.96,263.135,6.195,0
04/01/2021 09:45,1012.2825,21.0025,7.96,264.7625,6.1775,0
04/01/2021 10:00,1033.13,21.31,7.96,266.39,6.16,0
04/01/2021 10:15,1043.45,21.4925,7.96,268.0525,6.195,0
04/01/2021 10:30,1053.77,21.675,7.96,269.715,6.23,0
04/01/2021 10:45,1064.09,21.8575,7.96,271.3775,6.265,0
04/01/2021 11:00,1074.41,22.04,7.96,273.04,6.3,0
04/01/2021 11:15,1076.7,22.0875,7.96,274.51,6.38,0
04/01/2021 11:30,1078.99,22.135,7.96,275.98,6.46,0
04/01/2021 11:45,1081.28,22.1825,7.96,277.45,6.54,0
04/01/2021 12:00,1083.57,22.23,7.63,278.92,6.62,0
04/01/2021 12:15,1070.1425,22.14,7.63,279.87,6.7225,0.01
04/01/2021 12:30,1056.715,22.05,7.63,280.82,6.825,0.02
04/01/2021 12:45,1043.2875,21.96,7.63,281.77,6.9275,0.02
04/01/2021 13:00,1029.86,21.87,7.63,282.72,07.03,0.02
04/01/2021 13:15,1005.0375,21.675,7.63,283.06,7.1375,0.02
04/01/2021 13:30,980.215,21.48,7.63,283.4,7.245,0.01
04/01/2021 13:45,955.3925,21.285,7.63,283.74,7.3525,0.01
04/01/2021 14:00,930.57,21.09,7.63,284.08,7.46,0.01
04/01/2021 14:15,883.17,20.81,7.63,283.6875,7.56,0
04/01/2021 14:30,835.77,20.53,7.63,283.295,7.66,0
04/01/2021 14:45,788.37,20.25,7.63,282.9025,7.76,0
04/01/2021 15:00,740.97,19.97,7.63,282.51,7.86,0
04/01/2021 15:15,688.7375,19.6325,7.63,281.8875,7.98,0
04/01/2021 15:30,636.505,19.295,7.63,281.265,8.1,0
04/01/2021 15:45,584.2725,18.9575,7.63,280.6425,8.22,0
04/01/2021 16:00,532.04,18.62,7.63,280.02,8.34,0
04/01/2021 16:15,474.01,18.1575,7.63,279.2825,8.4725,0
04/01/2021 16:30,415.98,17.695,7.63,278.545,8.605,0
04/01/2021 16:45,357.95,17.2325,7.63,277.8075,8.7375,0
04/01/2021 17:00,299.92,16.77,7.63,277.07,8.87,0
04/01/2021 17:15,246.56,16.205,7.63,276.0575,8.845,0
04/01/2021 17:30,193.2,15.64,7.63,275.045,8.82,0
04/01/2021 17:45,139.84,15.075,7.63,274.0325,8.795,0
04/01/2021 18:00,86.48,14.51,6.06,273.02,8.77,0
04/01/2021 18:15,64.86,14.13,6.06,271.8725,8.595,0
04/01/2021 18:30,43.24,13.75,6.06,270.725,8.42,0
04/01/2021 18:45,21.62,13.37,6.06,269.5775,8.245,0
04/01/2021 19:00,0,12.99,6.06,268.43,08.07,0
04/01/2021 19:15,0,12.8925,6.06,267.57,7.7275,0
04/01/2021 19:30,0,12.795,6.06,266.71,7.385,0
04/01/2021 19:45,0,12.6975,6.06,265.85,7.0425,0
04/01/2021 20:00,0,12.6,6.06,264.99,6.7,0
04/01/2021 20:15,0,12.5425,6.06,263.6675,6.2875,0
04/01/2021 20:30,0,12.485,6.06,262.345,5.875,0
04/01/2021 20:45,0,12.4275,6.06,261.0225,5.4625,0
04/01/2021 21:00,0,12.37,6.06,259.7,05.05,0
04/01/2021 21:15,0,12.3425,6.06,257.66,4.805,0
04/01/2021 21:30,0,12.315,6.06,255.62,4.56,0
04/01/2021 21:45,0,12.2875,6.06,253.58,4.315,0
04/01/2021 22:00,0,12.26,6.06,251.54,04.07,0
04/01/2021 22:15,0,12.2075,6.06,250.84,3.97,0
04/01/2021 22:30,0,12.155,6.06,250.14,3.87,0
04/01/2021 22:45,0,12.1025,6.06,249.44,3.77,0
04/01/2021 23:00,0,12.05,6.06,248.74,3.67,0
04/01/2021 23:15,0,11.98,6.06,248.89,3.65,0
04/01/2021 23:30,0,11.91,6.06,249.04,3.63,0
04/01/2021 23:45,0,11.84,6.06,249.19,3.61,0
05/01/2021 00:00,0,11.77,5.79,249.34,3.59,0
05/01/2021 00:15,0,11.6925,5.79,249.825,3.565,0
05/01/2021 00:30,0,11.615,5.79,250.31,3.54,0
05/01/2021 00:45,0,11.5375,5.79,250.795,3.515,0
05/01/2021 01:00,0,11.46,5.79,251.28,3.49,0
05/01/2021 01:15,0,11.3975,5.79,252.7375,3.53,0
05/01/2021 01:30,0,11.335,5.79,254.195,3.57,0
05/01/2021 01:45,0,11.2725,5.79,255.6525,3.61,0
05/01/2021 02:00,0,11.21,5.79,257.11,3.65,0
05/01/2021 02:15,0,11.1625,5.79,258.575,3.685,0
05/01/2021 02:30,0,11.115,5.79,260.04,3.72,0
05/01/2021 02:45,0,11.0675,5.79,261.505,3.755,0
05/01/2021 03:00,0,11.02,5.79,262.97,3.79,0
05/01/2021 03:15,0,10.995,5.79,263.5225,3.7825,0
05/01/2021 03:30,0,10.97,5.79,264.075,3.775,0
05/01/2021 03:45,0,10.945,5.79,264.6275,3.7675,0
05/01/2021 04:00,0,10.92,5.79,265.18,3.76,0
05/01/2021 04:15,21.1475,11.17,5.79,264.4175,3.7925,0
05/01/2021 04:30,42.295,11.42,5.79,263.655,3.825,0
05/01/2021 04:45,63.4425,11.67,5.79,262.8925,3.8575,0
05/01/2021 05:00,84.59,11.92,5.79,262.13,3.89,0
05/01/2021 05:15,126.7775,12.3325,5.79,260.2775,3.6775,0
05/01/2021 05:30,168.965,12.745,5.79,258.425,3.465,0
05/01/2021 05:45,211.1525,13.1575,5.79,256.5725,3.2525,0
05/01/2021 06:00,253.34,13.57,4.782827707,254.72,03.04,0
05/01/2021 06:15,302.24,14.0375,4.782827707,256.6625,2.8225,0
05/01/2021 06:30,351.14,14.505,4.782827707,258.605,2.605,0
05/01/2021 06:45,400.04,14.9725,4.782827707,260.5475,2.3875,0
05/01/2021 07:00,448.94,15.44,4.782827707,262.49,2.17,0
05/01/2021 07:15,494.185,15.875,4.782827707,269.3725,2.23,0
05/01/2021 07:30,539.43,16.31,4.782827707,276.255,2.29,0
05/01/2021 07:45,584.675,16.745,4.782827707,283.1375,2.35,0
