GRID_NO;LATITUDE;LONGITUDE;ALTITUDE;DAY;TEMPERATURE_MAX;TEMPERATURE_MIN;TEMPERATURE_AVG;WINDSPEED;VAPOURPRESSURE;PRECIPITATION;ET0;RADIATION
100094;50.47228;4.59257;155;20200401;10;-2.4;3.8;2.3;4.55;0;2.14;19516
100094;50.47228;4.59257;155;20200402;9.3;-1.3;4;2.6;6.05;0;1.61;13505
100094;50.47228;4.59257;155;20200403;10.6;4.2;7.4;3.3;6.55;0;1.95;10765
100094;50.47228;4.59257;155;20200404;15.2;3.7;9.5;2.6;5.95;0;2.84;18190
100094;50.47228;4.59257;155;20200405;21.6;4.4;13;3.9;6.2;0;4.41;21206
100094;50.47228;4.59257;155;20200406;20.8;10.5;15.7;4.6;8.2;0;4.42;18748
100094;50.47228;4.59257;155;20200407;20.1;7.1;13.6;2.6;10.85;0;2.99;19275
100094;50.47228;4.59257;155;20200408;24.4;9.5;16.9;1.9;8.4;1;3.71;20074
100094;50.47228;4.59257;155;20200409;22.1;8.5;15.3;2.7;9.5;0;3.72;20833
100094;50.47228;4.59257;155;20200410;20.9;7.2;14.1;3.8;9;0;3.9;21169
100094;50.47228;4.59257;155;20200411;22.8;6.4;14.6;2.3;8.65;0;3.77;21866
100094;50.47228;4.59257;155;20200412;23.3;7;15.2;2.4;8.8;0;3.84;20972
100094;50.47228;4.59257;155;20200413;11;9.1;10.1;5.9;7.05;0;2.96;13259
100094;50.47228;4.59257;155;20200414;9.7;0.8;5.3;3.6;5.15;0;2.33;15360
100094;50.47228;4.59257;155;20200415;17.6;0.1;8.8;2.8;6.05;0;3.26;20101
100094;50.47228;4.59257;155;20200416;22.3;5.8;14.1;2.3;8.25;0;3.72;20685
100094;50.47228;4.59257;155;20200417;21.2;7.4;14.3;3;9.7;0;3.76;21192
100094;50.47228;4.59257;155;20200418;16.6;9.4;13;2.4;11.2;5;2.29;13620
100094;50.47228;4.59257;155;20200419;14.6;5.6;10.1;3.3;10.2;0;1.5;6896
100094;50.47228;4.59257;155;20200420;19;6.2;12.6;6.8;6.2;0;5.24;24195
100094;50.47228;4.59257;155;20200421;20.6;7;13.8;6.9;5.65;0;5.96;24466
100094;50.47228;4.59257;155;20200422;21.8;6.4;14.1;5.3;6.4;0;5.53;25177
100094;50.47228;4.59257;155;20200423;22.7;5.6;14.2;1.9;7.25;0;4.11;24613
100094;50.47228;4.59257;155;20200424;19.6;7.3;13.4;3.4;8.25;0;4;22570
100094;50.47228;4.59257;155;20200425;14.8;5.5;10.2;3.6;7.7;0;3.18;20793
100094;50.47228;4.59257;155;20200426;17.5;2.6;10;1.7;7.35;0;3.34;25080
100094;50.47228;4.59257;155;20200427;21.8;3.8;12.8;2.6;8.7;0;4.03;24368
100094;50.47228;4.59257;155;20200428;17.7;9.5;13.6;4;11.2;5;2.61;12214
100094;50.47228;4.59257;155;20200429;16;10.6;13.3;5.2;10.9;5;2.65;12295
100094;50.47228;4.59257;155;20200430;14.3;8.3;11.3;5.4;9.35;2;2.86;16532
100094;50.47228;4.59257;155;20200501;14.3;7.1;10.7;6.1;9.35;3;2.78;17374
100094;50.47228;4.59257;155;20200502;14.3;6.8;10.5;4.2;8.6;2;2.83;17006
100094;50.47228;4.59257;155;20200503;16.8;3.5;10.1;2;9.15;0;2.58;17092
100094;50.47228;4.59257;155;20200504;15.4;10.8;13.1;3.8;10.15;0;2.63;12039
100094;50.47228;4.59257;155;20200505;15;5.1;10.1;5.4;6.75;0;3.97;24705
100094;50.47228;4.59257;155;20200506;17.4;2.5;10;2.8;6.2;0;4.04;27145
100094;50.47228;4.59257;155;20200507;20.7;4.7;12.7;1.4;7.1;0;3.94;25939
100094;50.47228;4.59257;155;20200508;21.8;7;14.4;2.3;8.45;0;4.18;23277
100094;50.47228;4.59257;155;20200509;24;10.5;17.2;2.1;11.2;1;4.31;23147
100094;50.47228;4.59257;155;20200510;18.7;13.6;16.2;3.6;13.5;4;2.16;6366
100094;50.47228;4.59257;155;20200511;12.4;5;8.7;8.3;6;0;3.79;20104
100094;50.47228;4.59257;155;20200512;12.3;1;6.7;2.4;5.8;0;3.11;24552
100094;50.47228;4.59257;155;20200513;13.7;1.3;7.5;3.4;6.25;0;2.88;17413
100094;50.47228;4.59257;155;20200514;13.8;2;7.9;5.7;5.5;0;3.95;25416
100094;50.47228;4.59257;155;20200515;15.7;2.5;9.1;4.1;6.05;0;4.19;28451
100094;50.47228;4.59257;155;20200516;17.5;2.5;10;1.9;7.1;0;3.64;25208
100094;50.47228;4.59257;155;20200517;19.2;3.7;11.5;1.8;7.75;0;4.08;27999
100094;50.47228;4.59257;155;20200518;22.8;8;15.4;3;8.45;0;5.15;28079
100094;50.47228;4.59257;155;20200519;23.4;8.2;15.8;3;9.7;0;5.03;27547
100094;50.47228;4.59257;155;20200520;23.4;10;16.7;2.9;11.95;0;4.85;27393
100094;50.47228;4.59257;155;20200521;27.2;10.5;18.9;1.8;12.7;0;5.1;28074
100094;50.47228;4.59257;155;20200522;25.1;16.1;20.6;4.5;13.85;1;4.61;15119
100094;50.47228;4.59257;155;20200523;18.5;11.6;15;6.3;8.75;1;4.82;20263
100094;50.47228;4.59257;155;20200524;16.9;8.9;12.9;4.6;10.9;0;2.84;14662
100094;50.47228;4.59257;155;20200525;22;10.4;16.2;2.9;11.3;0;4.48;25007
100094;50.47228;4.59257;155;20200526;23.6;8.4;16;2.4;10.65;0;4.88;27968
100094;50.47228;4.59257;155;20200527;23.5;10.2;16.8;2.9;10.3;0;5.15;27620
100094;50.47228;4.59257;155;20200528;21.1;9;15.1;5;8.2;0;5.73;29644
100094;50.47228;4.59257;155;20200529;22.5;7.8;15.1;3.7;7.6;0;5.7;29860
100094;50.47228;4.59257;155;20200530;23.6;8.2;15.9;3.5;7.85;0;5.85;29967
100094;50.47228;4.59257;155;20200531;21.5;9;15.2;4.1;8.1;0;5.62;29350
100094;50.47228;4.59257;155;20200601;25.7;9.8;17.7;3.9;9.65;0;6.26;30087
100094;50.47228;4.59257;155;20200602;27.7;11.3;19.5;2.3;9.65;0;5.77;28096
100094;50.47228;4.59257;155;20200603;23.8;11.3;17.6;2.4;10.8;0;4.59;23006
100094;50.47228;4.59257;155;20200604;14.1;12.8;13.5;3.3;11.55;4;1.92;7051
100094;50.47228;4.59257;155;20200605;14.6;8.4;11.5;4.8;10.2;13;2.44;12775
100094;50.47228;4.59257;155;20200606;16.1;6.6;11.3;6.3;8.55;1;3.79;21460
100094;50.47228;4.59257;155;20200607;18.7;9.4;14;3.7;9.65;0;3.97;21010
100094;50.47228;4.59257;155;20200608;15.7;10.1;12.9;2.8;12.05;3;2.11;11489
100094;50.47228;4.59257;155;20200609;14.6;10.5;12.6;3.4;11.35;0;1.98;9123
100094;50.47228;4.59257;155;20200610;16.2;8.2;12.2;2.2;11.7;1;2.04;11386
100094;50.47228;4.59257;155;20200611;21.1;12.1;16.6;3;13.45;0;3.81;20802
100094;50.47228;4.59257;155;20200612;21.9;11.1;16.5;3.1;14.05;6;3.22;15698
100094;50.47228;4.59257;155;20200613;24.8;12.1;18.5;2.6;14.3;0;4.85;26357
100094;50.47228;4.59257;155;20200614;22.4;13.9;18.1;2.9;13.55;0;4.03;19499
100094;50.47228;4.59257;155;20200317;13.7;4;8.9;2.9;7.65;0;1.95;14641
100094;50.47228;4.59257;155;20200318;16;6.5;11.2;3.4;9.45;0;2.17;15410
100094;50.47228;4.59257;155;20200319;12.7;5;8.8;2;9.95;0;1.09;7285
100094;50.47228;4.59257;155;20200320;8.1;7.2;7.7;5.8;9;5;0.94;3136
100094;50.47228;4.59257;155;20200321;8.2;3.2;5.7;7;6.4;0;1.77;8854
100094;50.47228;4.59257;155;20200322;10.2;0;5.1;6.3;4.55;0;2.76;18118
100094;50.47228;4.59257;155;20200323;11;-0.4;5.3;4.9;3.3;0;3.08;18322
100094;50.47228;4.59257;155;20200324;11.6;-0.3;5.7;3.7;3;0;3;18086
100094;50.47228;4.59257;155;20200325;10.1;-2.8;3.6;3.9;3.45;0;2.61;18851
100094;50.47228;4.59257;155;20200326;9.8;-0.2;4.8;5;3.95;0;2.75;18104
100094;50.47228;4.59257;155;20200327;12.8;0.4;6.6;3.9;5.75;0;2.5;17961
100094;50.47228;4.59257;155;20200328;14.1;4;9.1;5.9;6.65;0;3.08;17825
100094;50.47228;4.59257;155;20200329;7.1;2.2;4.7;8.4;4.55;0;2.55;10717
100094;50.47228;4.59257;155;20200330;8.1;-2.9;2.6;4;4.7;0;1.95;16565
100094;50.47228;4.59257;155;20200331;8.6;2.1;5.4;4.3;5.55;0;2.09;14798
100094;50.47228;4.59257;155;20200101;5.6;2;3.8;2.4;6.4;0;0.22;4178
100094;50.47228;4.59257;155;20200102;5.3;0.4;2.8;4.3;7.4;0;0.14;1897
100094;50.47228;4.59257;155;20200103;9.5;5.1;7.3;6;9.3;3;0.56;1194
100094;50.47228;4.59257;155;20200104;6.7;2.5;4.6;3.9;7.6;0;0.25;3573
100094;50.47228;4.59257;155;20200105;6.7;4.9;5.8;2.6;7.5;0;0.58;1486
100094;50.47228;4.59257;155;20200106;8.3;2.5;5.4;4.1;6.6;1;0.67;4594
100094;50.47228;4.59257;155;20200107;8;3.7;5.8;5.4;8.75;0;0.31;1824
100094;50.47228;4.59257;155;20200108;11.4;6;8.7;5.3;11.7;2;0.06;1220
100094;50.47228;4.59257;155;20200109;11.6;10.4;11;6.7;11.65;9;0.73;1241
100094;50.47228;4.59257;155;20200110;8;7.5;7.8;4;8.85;2;0.67;1599
100094;50.47228;4.59257;155;20200111;6.6;4;5.3;4.8;6.9;0;0.77;2932
100094;50.47228;4.59257;155;20200112;7.9;3.6;5.8;6.4;8;1;0.63;2149
100094;50.47228;4.59257;155;20200113;8.2;5.6;6.9;5.8;8.95;2;0.51;2303
100094;50.47228;4.59257;155;20200114;10.6;7.8;9.2;9.6;9.5;1;1.15;1761
100094;50.47228;4.59257;155;20200115;11.3;9.4;10.3;6.8;8.8;1;1.57;2848
100094;50.47228;4.59257;155;20200116;11.6;3.1;7.4;4.4;8.6;0;0.61;5045
100094;50.47228;4.59257;155;20200117;9.7;8.8;9.3;5.8;8.1;2;1.5;1877
100094;50.47228;4.59257;155;20200118;6.5;3;4.7;3.9;6.65;0;0.63;4140
100094;50.47228;4.59257;155;20200119;6.2;-0.2;3;2.9;6.4;0;0.39;4045
100094;50.47228;4.59257;155;20200120;4.3;0.3;2.3;1.8;6.85;0;0.22;2572
100094;50.47228;4.59257;155;20200121;5.6;-2.1;1.7;1.3;5.5;0;0.13;6030
100094;50.47228;4.59257;155;20200122;1.9;-3.8;-0.9;2.1;5.8;0;0.13;2756
100094;50.47228;4.59257;155;20200123;1.7;0.3;1;3.1;6.6;0;0.2;776
100094;50.47228;4.59257;155;20200124;0.6;0.6;0.6;1.9;5.95;0;0.33;869
100094;50.47228;4.59257;155;20200125;3.4;-0.2;1.6;1.7;6.7;0;0.24;1953
100094;50.47228;4.59257;155;20200126;9.7;0.5;5.1;4.5;8.15;3;0.43;4833
100094;50.47228;4.59257;155;20200127;8.5;6.4;7.5;6.2;9.15;8;0.67;1703
100094;50.47228;4.59257;155;20200128;5.2;2.4;3.8;8.3;7.1;1;0.56;4000
100094;50.47228;4.59257;155;20200129;7.2;1.9;4.5;5.8;6.7;0;0.81;5057
100094;50.47228;4.59257;155;20200130;9.6;4.3;6.9;6.8;9.4;2;0.43;3214
100094;50.47228;4.59257;155;20200131;11.9;8.9;10.4;7;11.7;4;0.58;2416
100094;50.47228;4.59257;155;20200201;11.6;10.4;11;6.4;10.55;15;1.18;2644
100094;50.47228;4.59257;155;20200202;12.5;6.2;9.4;6.8;10.5;8;0.78;2965
100094;50.47228;4.59257;155;20200203;10.5;9.5;10;6.4;9.75;14;1.19;2505
100094;50.47228;4.59257;155;20200204;5.8;3.3;4.5;5.3;7.5;2;0.53;3228
100094;50.47228;4.59257;155;20200205;7.6;2.5;5;1.6;6.9;0;0.54;4347
100094;50.47228;4.59257;155;20200206;6.8;0.4;3.6;1.4;6.4;0;0.41;7130
100094;50.47228;4.59257;155;20200207;10.8;-0.3;5.3;3.6;5.65;0;1.22;8519
100094;50.47228;4.59257;155;20200208;10.3;5;7.6;4.4;8.4;1;0.95;3604
100094;50.47228;4.59257;155;20200209;11.8;6.5;9.1;11;9.3;11;1.42;3682
100094;50.47228;4.59257;155;20200210;8.6;6.6;7.6;11.8;7.4;5;1.8;4408
100094;50.47228;4.59257;155;20200211;7.1;3.7;5.4;9.4;6.05;1;1.68;6404
100094;50.47228;4.59257;155;20200212;6.8;2.8;4.8;6.5;6.45;1;1.12;6296
100094;50.47228;4.59257;155;20200213;8.9;3.3;6.1;6.5;7.75;7;0.99;4174
100094;50.47228;4.59257;155;20200214;9.3;5;7.1;5;7.85;0;1.1;4484
100094;50.47228;4.59257;155;20200215;12.1;6.9;9.5;7.2;8.8;2;1.58;6216
100094;50.47228;4.59257;155;20200216;16.6;10.4;13.5;11.6;10.5;7;2.81;3953
100094;50.47228;4.59257;155;20200217;9.8;6.8;8.3;8.3;7.95;2;1.61;6306
100094;50.47228;4.59257;155;20200218;8.5;4.7;6.6;7.5;7.45;3;1.28;5260
100094;50.47228;4.59257;155;20200219;7.4;3.9;5.6;6.8;7.35;1;1.03;7148
100094;50.47228;4.59257;155;20200220;9.7;5.1;7.4;7.1;8.4;5;1.13;3860
100094;50.47228;4.59257;155;20200221;8.7;2.5;5.6;6.7;6.7;0;1.38;7087
100094;50.47228;4.59257;155;20200222;9.1;4.4;6.7;8.4;8.25;1;1.03;3782
100094;50.47228;4.59257;155;20200223;11.9;9;10.5;8.3;10.25;4;1.35;2169
100094;50.47228;4.59257;155;20200224;11.4;4.5;8;6.3;9.3;3;0.96;3599
100094;50.47228;4.59257;155;20200225;9.2;6.8;8;7.3;7.8;5;1.58;6663
100094;50.47228;4.59257;155;20200226;5.9;2.4;4.1;6.5;6.2;3;1.19;5639
100094;50.47228;4.59257;155;20200227;2.6;1.6;2.1;4.6;6.3;9;0.56;2778
100094;50.47228;4.59257;155;20200228;6.7;0.3;3.5;6.5;6.75;4;0.84;6751
100094;50.47228;4.59257;155;20200229;12.2;4.4;8.3;8.6;8.15;4;1.78;7014
100094;50.47228;4.59257;155;20200301;8.9;4.4;6.6;6.6;7.15;2;1.49;6471
100094;50.47228;4.59257;155;20200302;7.4;3.5;5.4;4.9;8;6;0.72;4521
100094;50.47228;4.59257;155;20200303;6.3;1.3;3.8;4;6.9;1;0.81;7286
100094;50.47228;4.59257;155;20200304;8.3;2.5;5.4;4;7.55;4;0.95;7667
100094;50.47228;4.59257;155;20200305;7.7;4.6;6.2;3.6;9.1;13;0.5;3688
100094;50.47228;4.59257;155;20200306;6.8;3.5;5.1;4.2;7.9;4;0.7;4882
100094;50.47228;4.59257;155;20200307;9.4;0.9;5.1;4.3;6.95;0;1.27;11042
100094;50.47228;4.59257;155;20200308;8.7;6.4;7.6;6.4;8.8;6;1.04;5286
100094;50.47228;4.59257;155;20200309;9.7;5.5;7.6;5.8;7.95;6;1.48;8236
100094;50.47228;4.59257;155;20200310;12.5;5.9;9.2;9;11.45;12;0.53;4658
100094;50.47228;4.59257;155;20200311;13.4;11.4;12.4;8.8;12.6;6;1.14;3730
100094;50.47228;4.59257;155;20200312;10.9;8.7;9.8;8.4;7.75;1;2.53;12175
100094;50.47228;4.59257;155;20200313;10.3;4.6;7.4;5.5;6.95;0;1.85;8448
100094;50.47228;4.59257;155;20200314;9.7;3;6.3;4.3;7.8;0;1.21;8393
100094;50.47228;4.59257;155;20200315;13.6;6.9;10.3;4.5;8.85;0;1.88;8926
100094;50.47228;4.59257;155;20200316;12.1;2.8;7.4;1.9;9.1;0;1.11;9364
99095;50.26417;4.96796;257;20200801;27.9;18.9;23.4;3.2;16.56;0;5.08;21451
99095;50.26417;4.96796;257;20200802;23.2;14.5;18.9;3.1;13.26;0;3.85;16699
99095;50.26417;4.96796;257;20200803;22.6;11.5;17;2;11.66;0;3.4;16754
99095;50.26417;4.96796;257;20200804;22.4;11.7;17.1;2.1;10.81;0;4.03;21866
99095;50.26417;4.96796;257;20200805;27.7;10.9;19.3;2.3;9.41;0;5.34;26297
99095;50.26417;4.96796;257;20200806;30.7;17;23.8;2;11.11;0;5.16;21659
99095;50.26417;4.96796;257;20200807;32.9;16.7;24.8;1.9;13.21;0;5.63;25764
99095;50.26417;4.96796;257;20200808;35.2;18.1;26.6;2.3;13.66;0;5.99;23426
99095;50.26417;4.96796;257;20200809;32.8;20.9;26.8;2.7;15.16;1;5.33;17637
99095;50.26417;4.96796;257;20200810;33.2;19.1;26.1;2.2;15.66;1;4.95;18018
99095;50.26417;4.96796;257;20200811;32.8;20.2;26.5;2.5;17.76;0;4.97;17887
99095;50.26417;4.96796;257;20200812;33;20.4;26.7;2.4;17.26;0;5.05;18493
99095;50.26417;4.96796;257;20200813;30.2;18.5;24.4;3;16.66;0;4.75;17290
99095;50.26417;4.96796;257;20200814;26.9;18;22.5;2.6;16.81;0;3.76;14848
99095;50.26417;4.96796;257;20200815;25.9;16.1;21;1.7;18.31;1;3.05;15071
99095;50.26417;4.96796;257;20200816;29.2;15.9;22.5;1.8;17.46;3;3.81;17218
99095;50.26417;4.96796;257;20200817;23.7;15.8;19.8;3.5;14.76;0;3.83;17063
99095;50.26417;4.96796;257;20200818;23.5;13.8;18.7;2;15.36;4;2.89;14396
99095;50.26417;4.96796;257;20200819;25.3;13.8;19.6;3.2;15.41;4;3.42;14351
99095;50.26417;4.96796;257;20200820;31.8;17.3;24.5;3.8;16.86;2;5.13;16289
99095;50.26417;4.96796;257;20200821;26.7;19.1;22.9;4.5;16.31;1;4.46;14351
99095;50.26417;4.96796;257;20200822;22.7;15.6;19.2;4.5;13.36;0;3.7;12075
99095;50.26417;4.96796;257;20200823;18.3;13.3;15.8;4.5;14.01;1;2.19;9498
99095;50.26417;4.96796;257;20200824;19.3;12.2;15.7;3.4;13.61;0;2.27;10512
99095;50.26417;4.96796;257;20200825;24.8;12.4;18.6;5.8;13.46;1;3.94;11015
99095;50.26417;4.96796;257;20200826;20.7;15.8;18.2;8.1;12.06;0;4.37;11678
99095;50.26417;4.96796;257;20200827;22.4;9.9;16.2;3.3;12.26;1;3.18;15284
99095;50.26417;4.96796;257;20200828;19.5;13.2;16.3;4.6;13.51;1;2.54;10010
99095;50.26417;4.96796;257;20200829;18.5;10.3;14.4;3.2;12.06;0;2.27;11044
99095;50.26417;4.96796;257;20200830;19.9;10.2;15.1;2.5;12.96;9;2.07;9776
99095;50.26417;4.96796;257;20200831;16.3;11.2;13.8;2.7;12.31;1;1.68;7605
99095;50.26417;4.96796;257;20200901;16.5;10;13.3;2.1;11.16;0;1.92;10042
99095;50.26417;4.96796;257;20200902;20;9.9;14.9;1.2;11.21;0;2.42;15256
99095;50.26417;4.96796;257;20200903;20.8;10.4;15.6;3.5;13.21;0;2.17;7777
99095;50.26417;4.96796;257;20200904;23;17.7;20.3;3.2;16.86;1;2.58;9202
99095;50.26417;4.96796;257;20200905;18.7;12.8;15.8;2.4;11.91;0;2.2;9272
99095;50.26417;4.96796;257;20200906;18.5;6.8;12.6;1.4;9.66;0;1.88;9901
99095;50.26417;4.96796;257;20200907;21;6.5;13.7;1.7;9.91;0;2.63;16475
99095;50.26417;4.96796;257;20200908;22.5;10.5;16.5;2.3;13.26;0;2.64;14567
99095;50.26417;4.96796;257;20200909;24.8;12.6;18.7;2.6;15.81;0;2.7;12838
99095;50.26417;4.96796;257;20200910;21.7;12.6;17.1;2.4;11.91;0;2.89;14956
99095;50.26417;4.96796;257;20200911;24.4;9.3;16.8;2;11.71;0;2.88;14817
99095;50.26417;4.96796;257;20200912;22.1;10.4;16.3;2.1;11.81;0;2.61;13851
99095;50.26417;4.96796;257;20200913;26.6;9.3;17.9;1.7;12.41;0;2.72;13029
99095;50.26417;4.96796;257;20200914;31.2;12.6;21.9;2.2;12.51;0;3.94;16124
99095;50.26417;4.96796;257;20200915;33.3;18.4;25.9;1.8;12.56;0;3.7;12977
99095;50.26417;4.96796;257;20200916;29.1;16.1;22.6;3.1;14.56;0;3.88;13694
99095;50.26417;4.96796;257;20200917;20.6;12.3;16.5;5;10.56;0;3.56;14116
99095;50.26417;4.96796;257;20200918;26.2;8.8;17.5;4;10.56;0;4.08;15094
99095;50.26417;4.96796;257;20200919;27.8;13.6;20.7;2.6;12.51;0;3.37;11996
99095;50.26417;4.96796;257;20200920;26.3;15.9;21.1;2;10.11;0;3.14;10918
99095;50.26417;4.96796;257;20200921;25.5;7.4;16.4;1.6;8.96;0;2.78;15363
99095;50.26417;4.96796;257;20200922;25;8.5;16.7;1.9;9.06;0;2.94;15512
99095;50.26417;4.96796;257;20200923;21.5;10.5;16;4.8;11.96;7;2.83;9375
99095;50.26417;4.96796;257;20200924;16.8;9.3;13;5.6;11.16;6;2.14;10292
99095;50.26417;4.96796;257;20200925;11;7.3;9.2;7.2;9.61;13;1.26;5587
99095;50.26417;4.96796;257;20200926;10.3;7.4;8.8;6.3;10.46;32;0.75;4903
99095;50.26417;4.96796;257;20200927;14.1;9.6;11.8;3.7;11.91;4;1.09;4897
99095;50.26417;4.96796;257;20200928;11.4;8.7;10.1;3.3;11.56;17;0.63;2517
99095;50.26417;4.96796;257;20200929;16.3;10;13.2;2.8;13.91;1;1.13;8908
99095;50.26417;4.96796;257;20200930;17.5;13.2;15.3;2.5;14.86;1;1.19;5981
99095;50.26417;4.96796;257;20201001;14.1;12.7;13.4;4;12.16;4;1.36;4228
99095;50.26417;4.96796;257;20201002;14.4;7.5;10.9;4.4;11.96;5;0.88;4329
99095;50.26417;4.96796;257;20201003;12.5;10.3;11.4;3.7;11.31;3;1.08;4835
99095;50.26417;4.96796;257;20201004;12.2;9.1;10.6;6.4;10.31;2;1.38;5635
99095;50.26417;4.96796;257;20201005;12.7;8.6;10.6;5.8;11.21;4;1;4757
99095;50.26417;4.96796;257;20201006;13.6;9.9;11.7;6.7;11.66;12;1.22;4741
99095;50.26417;4.96796;257;20201007;14.1;9.9;12;5;10.66;1;1.57;6465
99095;50.26417;4.96796;257;20201008;15.1;9;12;6;13.16;13;0.77;3888
99095;50.26417;4.96796;257;20201009;15.1;11;13.1;2.5;11.76;2;1.23;6405
99095;50.26417;4.96796;257;20201010;11.6;6.1;8.8;4.5;8.96;2;1.25;7518
99095;50.26417;4.96796;257;20201011;11.6;6.3;9;2.7;9.56;1;0.92;5318
99095;50.26417;4.96796;257;20201012;12.2;6.1;9.1;2.4;9.96;1;0.88;6548
99095;50.26417;4.96796;257;20201013;9.9;6;8;3.5;9.01;0;0.9;5373
99095;50.26417;4.96796;257;20201014;9.9;4;6.9;4;8.36;0;0.91;5860
99095;50.26417;4.96796;257;20201015;9.3;6.5;7.9;4;8.96;0;0.84;3265
99095;50.26417;4.96796;257;20201016;8.8;5.7;7.3;3;9.11;0;0.65;4040
99095;50.26417;4.96796;257;20201017;9.2;5.1;7.2;1.2;8.21;0;0.7;4704
99095;50.26417;4.96796;257;20201018;10.5;5.3;7.9;1.4;9.16;0;0.66;4867
99095;50.26417;4.96796;257;20201019;12.3;5.7;9;3.1;8.76;0;1.12;8138
99095;50.26417;4.96796;257;20201020;14.3;8.5;11.4;5.5;11.11;4;1.18;3480
99095;50.26417;4.96796;257;20201021;19.2;11.3;15.2;7.6;12.51;1;2.31;6288
99095;50.26417;4.96796;257;20201022;17.7;13.6;15.6;4.3;14.31;6;1.33;5704
99095;50.26417;4.96796;257;20201023;15.5;13.2;14.3;3.7;13.86;2;0.98;3831
99095;50.26417;4.96796;257;20201024;13.2;10.5;11.9;6.8;12.26;1;0.88;2222
99095;50.26417;4.96796;257;20201025;11.3;11.2;11.3;5.5;11.31;9;0.97;1387
99095;50.26417;4.96796;257;20201026;11.1;7.8;9.4;5.5;9.31;0;1.15;5417
99095;50.26417;4.96796;257;20201027;9.9;7.5;8.7;6.3;9.86;3;0.76;3320
99095;50.26417;4.96796;257;20201028;12.2;9.4;10.8;7.1;10.71;6;1.11;4781
99095;50.26417;4.96796;257;20201029;11.3;7.4;9.4;6.3;11.06;3;0.5;3146
99095;50.26417;4.96796;257;20201030;13.8;10.3;12.1;5.4;12.71;0;0.72;3383
99095;50.26417;4.96796;257;20201031;15.4;11;13.2;4.8;11.81;2;1.26;5820
99095;50.26417;4.96796;257;20201101;15.8;10.4;13.1;6.7;14.41;2;0.52;2796
99095;50.26417;4.96796;257;20201102;17.9;15.7;16.8;7.8;14.21;5;2.06;2669
99095;50.26417;4.96796;257;20201103;11.1;5.6;8.3;4.5;8.36;0;1.03;6016
99095;50.26417;4.96796;257;20201104;9.1;1.5;5.3;1.5;7.36;0;0.4;7839
99095;50.26417;4.96796;257;20201105;8.7;-2.3;3.2;1.9;6.71;0;0.37;8034
99095;50.26417;4.96796;257;20201106;12.3;1.2;6.7;3.9;6.26;0;1.29;7646
99095;50.26417;4.96796;257;20201107;16.3;5.9;11.1;2.2;9.26;0;0.94;6102
99095;50.26417;4.96796;257;20201108;17.4;7.6;12.5;2.7;10.81;0;1.06;4709
99095;50.26417;4.96796;257;20201109;16.1;9.3;12.7;1.9;11.76;0;0.72;4228
99095;50.26417;4.96796;257;20201110;14.6;8.6;11.6;1.3;12.11;1;0.42;4789
99095;50.26417;4.96796;257;20201111;12.9;8.4;10.7;2.8;11.51;0;0.53;3230
99095;50.26417;4.96796;257;20201112;12;9.4;10.7;4.8;9.46;0;1.16;4974
99095;50.26417;4.96796;257;20201113;13;4.5;8.8;4.8;10.66;0;0.46;3288
99095;50.26417;4.96796;257;20201114;13.7;10;11.8;5.3;11.21;0;1.06;3120
99095;50.26417;4.96796;257;20201115;15.1;11.8;13.4;7.6;10.51;11;2.05;3223
99095;50.26417;4.96796;257;20201116;9.9;8.1;9;6;10.01;2;0.7;2233
99095;50.26417;4.96796;257;20201117;10.2;8.4;9.3;4.7;10.21;0;0.68;1842
99095;50.26417;4.96796;257;20201118;14.9;8;11.4;4.9;9.46;1;1.3;5870
99095;50.26417;4.96796;257;20201119;8.8;6.5;7.6;4.8;8.91;2;0.65;2469
99095;50.26417;4.96796;257;20201120;6.2;1;3.6;2;6.41;0;0.38;3878
99095;50.26417;4.96796;257;20201121;7.6;0.8;4.2;5.1;6.96;0;0.59;3865
99095;50.26417;4.96796;257;20201122;7;5.7;6.3;3.9;8.86;3;0.39;1538
99095;50.26417;4.96796;257;20201123;8.9;6.4;7.6;2.2;9.81;0;0.28;2507
99095;50.26417;4.96796;257;20201124;9.4;5.8;7.6;2.7;8.26;0;0.49;4262
99095;50.26417;4.96796;257;20201125;8.3;2.3;5.3;3.2;7.56;0;0.44;3389
99095;50.26417;4.96796;257;20201126;11.2;2.3;6.8;1.4;7.76;0;0.28;4577
99095;50.26417;4.96796;257;20201127;7.7;1;4.4;2.2;7.66;0;0.27;2841
99095;50.26417;4.96796;257;20201128;12.4;4.6;8.5;2.6;7.51;0;0.78;4226
99095;50.26417;4.96796;257;20201129;0.8;-0.1;0.4;2.5;5.96;0;0.21;1777
99095;50.26417;4.96796;257;20201130;2.4;-2.9;-0.2;3.6;5.61;7;0.17;3307
99095;50.26417;4.96796;257;20201201;6.9;0.5;3.7;4.6;8.41;7;0.01;2061
99095;50.26417;4.96796;257;20201202;5.2;4.9;5.1;2.3;8.16;0;0.34;1049
99095;50.26417;4.96796;257;20201203;4.3;3.7;4;6;7.51;6;0.4;653
99095;50.26417;4.96796;257;20201204;5.7;4;4.8;6;6.76;0;0.78;2745
99095;50.26417;4.96796;257;20201205;4;0.8;2.4;3.7;6.06;0;0.48;2072
99095;50.26417;4.96796;257;20201206;2.6;-1;0.8;1.6;6.01;0;0.18;2161
